protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
O14344,-0.0385405,-0.0175121,0.13264,-0.105062,-0.0954042,-0.0938691,-0.137791,-0.00686269,-0.123801,0.0980099,-0.0191915,0.136343,-0.00353044,0.120725,0.060378,0.0635062,-0.0318882,0.128445,0.0156344,0.03962,-0.0942691,0.132873,0.0858712,-0.045972
Q9P7R6,-0.0183475,0.0152142,0.099163,-0.102389,-0.103454,-0.106875,-0.127654,-0.00785324,-0.109973,0.0959222,-0.00919047,0.149293,0.0106583,0.12875,0.0570177,0.0366203,-0.0263775,0.13064,0.0305147,0.00881917,-0.0717952,0.111637,0.0784613,-0.0292404
Q10101,-0.035717,0.00469156,0.172822,-0.127136,-0.145373,-0.115309,-0.206086,-0.00542261,-0.167763,0.142091,-0.00824491,0.1909,-0.00712605,0.20143,0.066307,0.0598468,-0.0419018,0.175914,0.0158786,0.0306455,-0.114139,0.175595,0.0864067,-0.0683109
Q9UTG4,-0.0219827,0.00915287,0.144626,-0.107043,-0.145803,-0.126995,-0.156922,-0.0128328,-0.110062,0.134215,-0.0107464,0.194591,-0.004789,0.168325,0.0511281,0.085163,-0.0321788,0.146127,0.0188455,0.0537067,-0.120387,0.139879,0.0751172,-0.0354134
O60158,-0.0397086,-0.0164039,0.14887,-0.114323,-0.150516,-0.147973,-0.210524,-0.0233875,-0.142787,0.159612,-0.0141808,0.207475,0.00960907,0.18772,0.0345128,0.0596375,-0.0323587,0.158063,0.0197592,0.0546397,-0.134753,0.168278,0.0857585,-0.0737826
Q96TL7,-0.0805078,0.00174347,0.315148,-0.251203,-0.306431,-0.246224,-0.355597,0.00416964,-0.26875,0.258994,-0.0131405,0.392205,0.0215349,0.364654,0.104218,0.152337,-0.0604195,0.280577,0.0662754,0.0696094,-0.251578,0.338924,0.209738,-0.102662
O13852,-0.0406992,-0.0129305,0.154188,-0.129036,-0.140271,-0.11199,-0.192298,-0.0201842,-0.139173,0.127688,-0.0295693,0.195844,-0.0125277,0.171219,0.0648399,0.0856742,-0.01488,0.146075,0.0453855,0.0339632,-0.120429,0.169086,0.115886,-0.0474144
O74999,-0.0349484,-0.0205246,0.0612198,-0.0408135,-0.0865442,-0.0519628,-0.0753634,0.016224,-0.0747914,0.0601529,0.00177604,0.0749891,-0.0151165,0.100931,0.0333359,0.0287074,-0.00874958,0.0650563,0.00502507,-0.000368608,-0.0406033,0.074779,0.0484243,-0.0221984
Q9UTE8,-0.016235,-0.0190299,0.151535,-0.122899,-0.141048,-0.0956646,-0.153026,0.0105262,-0.144267,0.12016,-0.0118249,0.179274,0.00636337,0.186644,0.0681123,0.0713779,-0.0402032,0.152576,0.043417,0.0378052,-0.129299,0.173305,0.0894141,-0.0535503
P36591,-0.0358748,-0.00680068,0.121219,-0.104778,-0.12387,-0.0917263,-0.1579,0.00902591,-0.132819,0.103161,-0.025813,0.155717,-0.00509857,0.172706,0.0402325,0.0717722,-0.00231699,0.140676,0.0362698,0.0227468,-0.0913831,0.166122,0.0648334,-0.0339036
O94257,-0.0327232,-0.000632389,0.0873116,-0.0602986,-0.0727479,-0.0746456,-0.134189,0.00300452,-0.0708085,0.084135,0.00717246,0.0989821,-0.00102557,0.112188,0.0377891,0.0228085,-0.00208318,0.082288,0.0115586,0.00519088,-0.0793861,0.102228,0.0465865,-0.0266822
Q9UTK5,-0.0212379,-0.0216074,0.0677981,-0.0711935,-0.0605644,-0.056902,-0.0966714,0.0106877,-0.0546847,0.0610363,0.00406565,0.0980771,-0.00584942,0.0797797,0.0119476,0.0540909,-0.0183529,0.0636841,0.0101672,0.00748906,-0.0746927,0.0935029,0.0561605,-0.047213
O94549,-0.0266824,-0.0223202,0.114536,-0.0965078,-0.0887908,-0.103602,-0.119964,-0.0195513,-0.105665,0.104358,-0.0259823,0.146772,0.0116867,0.127039,0.0350198,0.0518945,0.000804234,0.0958221,0.0134865,0.0380548,-0.0972397,0.116336,0.0844954,-0.0443173
O14348,-0.0107804,-0.0178625,0.0942889,-0.0739739,-0.0966632,-0.0974078,-0.105038,-0.0117516,-0.0678174,0.0967787,-0.0215308,0.129509,0.0164794,0.129123,0.0466162,0.0598463,-0.00132812,0.0842309,0.0148364,0.0342108,-0.0662872,0.115372,0.0614507,-0.0191061
P87141,-0.0603905,-0.0220771,0.201658,-0.196255,-0.227509,-0.167984,-0.249584,0.00662811,-0.182286,0.201365,-0.0190289,0.295074,0.00647507,0.259176,0.0875273,0.0969511,-0.0191288,0.220931,0.0447318,0.038135,-0.167676,0.260392,0.125765,-0.0703071
P87128,-0.0145416,-0.00429344,0.127701,-0.100727,-0.0988004,-0.114572,-0.151959,-0.0230556,-0.097039,0.120951,-0.0120924,0.148735,0.0116095,0.146371,0.0365671,0.0745819,-0.031849,0.106453,0.0291742,0.0381407,-0.114733,0.149134,0.0705762,-0.0448662
O42941,-0.0150456,0.0121453,0.105104,-0.0847787,-0.113424,-0.083839,-0.119041,-0.0194367,-0.0954209,0.107416,-0.0113732,0.135508,0.00880081,0.126367,0.0199507,0.0429645,-0.00200328,0.0913232,0.0247829,0.0234345,-0.0870926,0.0990324,0.0868137,-0.0371526
Q9HGK2,-0.0281043,0.0119122,0.185481,-0.137142,-0.183093,-0.168943,-0.232607,-0.00314386,-0.177779,0.173857,0.0102345,0.224195,0.0156498,0.212245,0.0716551,0.0884239,-0.0171464,0.188872,0.0489109,0.0480667,-0.123542,0.193768,0.11459,-0.0583492
Q09739,-0.0621277,-0.0203038,0.21269,-0.165365,-0.181246,-0.149709,-0.247097,-0.0156663,-0.17397,0.190637,-0.0322435,0.279389,-0.000685855,0.242891,0.0809611,0.096619,-0.0310032,0.18989,0.0231938,0.0601107,-0.151548,0.219854,0.151413,-0.0797988
Q9UT79,-0.0468651,0.00895832,0.230059,-0.182747,-0.247299,-0.167415,-0.287927,0.00543131,-0.215172,0.191501,0.00457052,0.280888,-0.00248485,0.270983,0.0877847,0.120578,-0.0231878,0.217778,0.0484278,0.0675994,-0.186777,0.263647,0.125675,-0.103861
O14308,-0.0296804,0.0125267,0.139492,-0.0969685,-0.137428,-0.121675,-0.157642,-0.0178498,-0.127725,0.10145,-0.0114682,0.161652,-0.0116126,0.163816,0.0305298,0.0520732,-0.0328526,0.126395,0.00681929,0.0398572,-0.122454,0.157394,0.0919507,-0.0542824
O43068,-0.0504887,-0.0152963,0.184871,-0.140567,-0.153244,-0.160814,-0.192255,0.0113236,-0.178517,0.153304,-0.0243587,0.238767,0.0152923,0.191146,0.0504489,0.0736316,-0.0433226,0.152583,0.046979,0.0412007,-0.140746,0.192921,0.10239,-0.0761364
Q9Y7J4,-0.0580304,-0.0232473,0.254333,-0.189764,-0.221925,-0.195641,-0.299486,-0.0239373,-0.241755,0.226516,0.000600953,0.297168,0.0274778,0.292275,0.0987451,0.133071,-0.0346162,0.261193,0.0346533,0.0628654,-0.185391,0.285428,0.155077,-0.088397
Q9UT24,-0.0619566,0.00183803,0.155581,-0.122237,-0.161152,-0.11906,-0.214971,-0.00447722,-0.152223,0.157769,0.00107385,0.189168,0.0103439,0.180152,0.0604493,0.0921162,-0.00731293,0.167833,0.0207537,0.01809,-0.126016,0.172238,0.117142,-0.0736482
O14154,-0.0311078,-0.0119232,0.0830077,-0.0979635,-0.11077,-0.0655502,-0.103723,-0.0155701,-0.103726,0.0973978,-0.0270389,0.118669,0.0162097,0.117739,0.0527349,0.0497401,-0.00332361,0.0878657,0.00926593,0.0227163,-0.0658983,0.115437,0.0661648,-0.0278672
O42979,-0.044872,0.00885247,0.148758,-0.142034,-0.149221,-0.126592,-0.196575,0.015882,-0.141975,0.130671,-0.0246774,0.193358,0.00761312,0.189208,0.053398,0.0677869,-0.00896977,0.147606,0.0236243,0.052607,-0.133874,0.173597,0.11565,-0.0563086
Q9Y7U7,-0.0413189,-0.00864771,0.103949,-0.0872926,-0.0921758,-0.0871851,-0.124679,5.78993e-05,-0.101728,0.0942388,-0.0157938,0.117396,0.0159624,0.0959803,0.0167635,0.033032,-0.00991929,0.101805,0.00282237,0.0331642,-0.0816388,0.114704,0.0457809,-0.0534344
O94621,-0.0312325,-0.0173276,0.104613,-0.0841321,-0.124042,-0.0894607,-0.1473,0.0102729,-0.0846261,0.121153,0.00825414,0.135109,-0.0100125,0.12617,0.0588018,0.0744765,-0.0119447,0.115012,0.0182567,0.0370421,-0.0750914,0.137226,0.082622,-0.0231809
Q10146,-0.0587759,-0.024147,0.176223,-0.142134,-0.185483,-0.147833,-0.2018,-0.0245238,-0.160961,0.140588,-0.0285491,0.216092,-0.00696088,0.206848,0.0439216,0.0789568,-0.0257382,0.188932,0.0286727,0.0351909,-0.133395,0.202485,0.0933479,-0.0736862
Q10100,-0.0611799,-0.0146143,0.210584,-0.166423,-0.170262,-0.138809,-0.234397,0.00739667,-0.150437,0.167985,-0.0157546,0.249862,0.00469457,0.211801,0.0747195,0.0658461,-0.0103226,0.17151,0.0516564,0.061237,-0.138776,0.200527,0.112485,-0.0652085
O75002,-0.0550592,-0.0101353,0.279176,-0.203904,-0.264565,-0.22631,-0.31886,-0.0138993,-0.24361,0.221474,-0.00786813,0.33295,0.0039443,0.306385,0.0717114,0.110006,-0.0409469,0.259059,0.0385438,0.0684625,-0.204638,0.301337,0.147289,-0.0771442
P78814,-0.0418761,-0.00895277,0.166462,-0.156032,-0.174822,-0.130268,-0.202537,0.00338301,-0.155266,0.141232,-0.0137105,0.22159,0.0273001,0.214215,0.0660557,0.0711384,-0.0256503,0.163037,0.0411646,0.0281457,-0.134576,0.191629,0.0966869,-0.0749988
Q9HDY2,-0.0158862,-0.00448705,0.0983958,-0.047299,-0.0884154,-0.065677,-0.10932,-0.0124431,-0.0548854,0.0867018,0.00301641,0.116184,-0.010793,0.0994028,0.0467292,0.0502141,-0.00492526,0.0606222,0.0242375,0.0231469,-0.0801648,0.0825273,0.0615226,-0.021175
O94579,-0.0516553,0.00421619,0.181945,-0.160508,-0.167139,-0.129746,-0.235664,-0.00392555,-0.183229,0.172215,-0.00510226,0.239891,-0.0013244,0.206842,0.0637518,0.0964003,-0.0319175,0.172281,0.0136103,0.0416292,-0.139905,0.199933,0.102119,-0.0488989
O42885,-0.0352867,-0.0137499,0.156835,-0.111803,-0.147186,-0.129455,-0.15069,0.0040292,-0.109581,0.102771,-0.00110231,0.156293,0.0209472,0.167973,0.0531197,0.0748321,-0.00810018,0.122724,0.0273399,0.0284965,-0.115673,0.157551,0.0703002,-0.0357556
Q9HGL3,-0.0518465,-0.000944343,0.142584,-0.11877,-0.136055,-0.103422,-0.150156,0.0131329,-0.11235,0.0957095,-0.00440141,0.179423,-0.00365818,0.144211,0.0546882,0.0630357,-0.0243427,0.110796,0.0113712,0.0292267,-0.094374,0.144842,0.0887595,-0.0311387
Q9P7X8,-0.054532,-0.0127643,0.19555,-0.156773,-0.151574,-0.159582,-0.230102,0.00990328,-0.136128,0.149095,0.0102542,0.236509,0.0235202,0.200662,0.0425625,0.0845317,-0.0324726,0.167313,0.0273683,0.0459278,-0.149561,0.175248,0.101542,-0.059206
O94519,-0.019633,0.00793699,0.133338,-0.122241,-0.12367,-0.119759,-0.156441,-0.0230945,-0.1104,0.120547,0.0090971,0.158854,0.00369895,0.137268,0.034801,0.068421,-0.0390156,0.1325,0.0140106,0.0126518,-0.114071,0.125988,0.0617639,-0.0677708
O94451,-0.0906858,0.00245486,0.274782,-0.221396,-0.270562,-0.236451,-0.341681,0.00356305,-0.265054,0.242256,-0.0265269,0.339422,0.00893301,0.347391,0.108111,0.129934,-0.0647634,0.281443,0.0295124,0.0572004,-0.197915,0.306825,0.157271,-0.111943
P07799,-0.03013,-0.00603336,0.14693,-0.104778,-0.141226,-0.118129,-0.174233,0.008773,-0.155156,0.116042,0.0113192,0.18363,0.00250416,0.176836,0.0396003,0.0794943,-0.02774,0.163425,0.0292963,0.0411334,-0.13638,0.160438,0.0789369,-0.0777951
Q10478,-0.0300874,-0.0222061,0.17432,-0.138876,-0.138438,-0.115728,-0.213593,0.00806624,-0.133526,0.150105,-0.0203732,0.201426,0.0220072,0.196053,0.0415617,0.0766872,-0.00940087,0.168029,0.0136027,0.0472959,-0.125819,0.196873,0.109618,-0.0691606
O14328,-0.0279622,-0.0183466,0.125049,-0.097857,-0.111106,-0.0813283,-0.139167,-0.00485799,-0.088203,0.0872237,-0.00483784,0.140169,-0.00722024,0.119211,0.0452868,0.0740148,-0.0191542,0.126689,0.037915,0.0399425,-0.0783807,0.132121,0.0691614,-0.0505483
P28189,-0.0360768,-0.0186514,0.181919,-0.173459,-0.179182,-0.132542,-0.228688,-0.0155585,-0.176547,0.154348,-0.0135703,0.232071,0.0266255,0.230571,0.0704934,0.0997969,-0.0340903,0.163217,0.0149625,0.0607878,-0.13494,0.196486,0.119691,-0.0679386
O94514,-0.0456732,0.0177801,0.152719,-0.128239,-0.124956,-0.129408,-0.168014,-0.00605486,-0.108929,0.130989,-0.0098119,0.175676,-0.00874659,0.159183,0.0340381,0.0626951,-0.0123242,0.114654,0.00395413,0.0368758,-0.122096,0.133277,0.0823744,-0.0659671
O13339,-0.0556901,-0.00266513,0.224535,-0.169876,-0.192799,-0.165897,-0.26462,0.0109146,-0.193484,0.180004,-0.0292122,0.246095,0.0149721,0.22307,0.0626291,0.0999848,-0.0138622,0.19011,0.0388504,0.0326219,-0.175436,0.227173,0.111142,-0.0812228
Q9P7M3,-0.0365271,-0.0151464,0.243301,-0.192129,-0.224831,-0.181797,-0.270148,-0.0191966,-0.221888,0.203294,0.00362886,0.28012,0.0216558,0.275374,0.072822,0.120188,-0.0542175,0.242471,0.0512141,0.0330227,-0.186253,0.242859,0.131189,-0.0823977
Q9P6M0,-0.0467089,-0.0207155,0.260408,-0.218599,-0.214645,-0.176678,-0.298484,0.00398778,-0.208284,0.196744,-0.0112791,0.287748,-0.00629492,0.282575,0.0623842,0.0955006,-0.0345114,0.219987,0.0251875,0.0477649,-0.164018,0.235352,0.158999,-0.0884017
Q09813,-0.0229974,0.00686073,0.170062,-0.126725,-0.153132,-0.128374,-0.216895,0.0143056,-0.152601,0.130715,-0.00460584,0.227906,0.0251064,0.21456,0.0700325,0.0875645,-0.0202342,0.176435,0.0221506,0.0282817,-0.133429,0.206096,0.106049,-0.058211
O42943,-0.0194099,-0.00220191,0.115348,-0.106506,-0.118105,-0.0821763,-0.15281,0.0144263,-0.0906851,0.0864902,0.000562467,0.131581,-0.0104883,0.133477,0.0567253,0.0446393,-0.00469352,0.11969,0.0133179,0.0294177,-0.107296,0.125441,0.0612075,-0.0400696
O14053,-0.0394758,-0.00201564,0.122249,-0.0932736,-0.117372,-0.0997733,-0.141696,-0.00840339,-0.105557,0.126573,-0.025106,0.14557,-0.000816502,0.159895,0.0547466,0.0636493,-0.0311603,0.133263,0.0387926,0.0118394,-0.0983982,0.124327,0.0695957,-0.0296866
Q9P789,-0.04036,-0.000696271,0.0926364,-0.077569,-0.105871,-0.0931155,-0.108874,0.00385065,-0.0785209,0.0696403,-0.00557418,0.130078,0.0192912,0.11513,0.0424603,0.0330231,-0.0131648,0.116415,0.0203259,0.0422717,-0.0928854,0.128857,0.0747151,-0.0487812
O14289,-0.0088981,-0.0190545,0.0773748,-0.070026,-0.0810692,-0.0805214,-0.0950397,-0.00138027,-0.066823,0.076534,-0.0103314,0.075966,0.0129791,0.0855721,0.00547333,0.0236892,-0.0300533,0.0740058,0.00763566,0.00734791,-0.0752399,0.0957981,0.0606007,-0.0366977
Q9C0X6,-0.04235,-0.018923,0.188346,-0.167988,-0.180404,-0.167349,-0.210333,-0.0140694,-0.163364,0.146757,-0.00237704,0.25274,0.0270924,0.239832,0.0474531,0.0778558,-0.026617,0.185378,0.0455726,0.0239076,-0.151537,0.21453,0.105763,-0.0583958
O13987,-0.0210537,-0.0156959,0.128366,-0.114608,-0.117261,-0.105553,-0.121948,-0.0191318,-0.10549,0.110772,-0.00515356,0.154931,-0.00100135,0.137232,0.053307,0.0478972,-0.0263622,0.121819,0.0264306,0.0139361,-0.0838045,0.116295,0.0758249,-0.0394683
P23880,-0.0143734,0.0153998,0.166168,-0.138642,-0.126136,-0.12411,-0.167006,-0.00315458,-0.111154,0.12732,0.0126957,0.174941,0.021577,0.177338,0.0499178,0.0625593,-0.0123256,0.124883,0.0227286,0.0280813,-0.121092,0.159808,0.0794309,-0.0665548
O59755,-0.0790406,0.0147775,0.244946,-0.192579,-0.233789,-0.195914,-0.287945,0.00146267,-0.219528,0.193153,-0.000402032,0.277939,0.0194142,0.291614,0.0630427,0.125578,-0.0160548,0.244602,0.022281,0.0607144,-0.18852,0.243936,0.14707,-0.0907353
Q9P7B8,-0.044356,0.00143555,0.142766,-0.132983,-0.168064,-0.106169,-0.175474,-0.000639309,-0.152667,0.121417,-0.0201188,0.186759,0.0252671,0.187835,0.054251,0.0576141,-0.0230237,0.135034,0.0140025,0.0186685,-0.122883,0.178455,0.096091,-0.0734874
O74370,-0.039362,-0.0132155,0.127745,-0.0863677,-0.120001,-0.121822,-0.173005,-0.0241614,-0.12841,0.092595,-0.00579058,0.166849,-0.0107245,0.14995,0.024196,0.0557916,-0.0104505,0.130583,0.0273377,0.0452413,-0.0981691,0.133263,0.0875494,-0.0536658
Q9UUI5,-0.0448974,0.00359762,0.200302,-0.137285,-0.154639,-0.131354,-0.200414,0.00796833,-0.176844,0.153477,-0.0226553,0.211457,0.0246218,0.223403,0.0715156,0.0694279,-0.0161787,0.164172,0.0125356,0.0231901,-0.15099,0.176688,0.121868,-0.081216
Q09752,-0.0120802,-0.0082043,0.0985113,-0.0859026,-0.0765851,-0.0833362,-0.0832133,-0.010438,-0.0798727,0.0847324,0.0112844,0.0970149,0.00845898,0.078113,0.0112616,0.0337851,-0.015739,0.0814676,0.0298332,0.00778199,-0.0679438,0.081552,0.0311971,-0.0381775
O42931,-0.0669053,0.00286008,0.209121,-0.161774,-0.19196,-0.186549,-0.264614,-0.0119347,-0.167281,0.161972,-0.0131872,0.269152,0.0181934,0.229747,0.0892765,0.0842919,-0.0196374,0.198239,0.0192291,0.0387585,-0.142289,0.237767,0.150528,-0.0718276
Q9P7R0,-0.0256534,-0.0212372,0.145035,-0.090215,-0.144951,-0.118246,-0.156867,-0.019101,-0.130525,0.119547,-0.017532,0.151178,0.0177284,0.161426,0.033393,0.0715601,-0.0143154,0.115165,0.0111397,0.0377813,-0.0876315,0.122942,0.0653248,-0.0415141
O13776,-0.0686042,-0.00890568,0.221902,-0.210841,-0.226146,-0.195582,-0.25874,0.00336743,-0.195533,0.208979,-0.013322,0.29519,0.02571,0.258838,0.058161,0.123083,-0.0271163,0.242699,0.0558639,0.0371138,-0.191737,0.268305,0.123359,-0.0789495
Q09879,-0.0401691,0.00888278,0.220928,-0.172615,-0.214385,-0.187104,-0.268276,-0.0051057,-0.204028,0.206058,-0.0205891,0.278767,0.0166221,0.27463,0.0834056,0.0956554,-0.0551731,0.204795,0.0544876,0.0596344,-0.171135,0.247042,0.132696,-0.0967631
P78789,-0.033671,0.00149094,0.22077,-0.147458,-0.186431,-0.141698,-0.23643,-0.018514,-0.169289,0.189887,-0.0276411,0.249062,0.0302232,0.222756,0.0825992,0.094203,-0.0175013,0.211318,0.026572,0.0415948,-0.172708,0.222191,0.127215,-0.0723439
O13945,-0.0151009,-0.000516352,0.147058,-0.138366,-0.148274,-0.10675,-0.156322,-0.022161,-0.136095,0.143779,-0.000717826,0.155811,-0.0110255,0.146083,0.035584,0.0822519,-0.028362,0.129162,0.0242086,0.0430876,-0.102403,0.147997,0.0986957,-0.0397757
O60124,-0.0630413,-0.0139387,0.163952,-0.145342,-0.151928,-0.148742,-0.207757,-0.0187023,-0.152743,0.168692,-0.0222389,0.2102,0.00990962,0.204861,0.0409133,0.0703258,-0.0393978,0.168282,0.0497465,0.0594039,-0.150773,0.207213,0.0931296,-0.0499587
P27574,-0.0298911,0.00880364,0.174789,-0.150521,-0.146111,-0.155642,-0.195462,-0.00169627,-0.132985,0.163014,-0.0176797,0.227464,0.000685907,0.197888,0.0671989,0.0665276,-0.0108124,0.16175,0.0466516,0.0428349,-0.127657,0.190962,0.090287,-0.0542109
O13639,-0.0273025,-0.0219902,0.143237,-0.117147,-0.110859,-0.117079,-0.141141,-0.0197047,-0.119746,0.116334,-0.0122483,0.167858,-0.0119353,0.136393,0.0541196,0.0568786,-0.0396972,0.111123,0.00740331,0.0404493,-0.101374,0.148069,0.0835252,-0.0583981
O14350,-0.0326644,0.00589404,0.191364,-0.143814,-0.196549,-0.162961,-0.205557,-0.00816468,-0.163948,0.175456,-0.0258642,0.244905,0.00225367,0.214204,0.0540784,0.0885046,-0.0260906,0.16667,0.0463527,0.0455174,-0.131591,0.212869,0.102402,-0.0627772
P87243,-0.0339868,-0.01035,0.199695,-0.160356,-0.176743,-0.150668,-0.263301,-0.00134859,-0.184157,0.161505,-0.0225688,0.251641,-0.0103487,0.229871,0.0824903,0.0904561,-0.0409509,0.199357,0.0288813,0.0614804,-0.157247,0.205133,0.143389,-0.056379
O42936,-0.0601574,-0.00275821,0.252529,-0.185269,-0.250937,-0.188327,-0.292566,-0.0196869,-0.197073,0.210273,-0.0284858,0.31355,0.0159223,0.286787,0.0635793,0.13236,-0.0211251,0.247502,0.0489707,0.035544,-0.183907,0.251169,0.171262,-0.0854771
Q9UU96,-0.0450683,0.0140262,0.227347,-0.150426,-0.194412,-0.158099,-0.24609,-0.013547,-0.186763,0.162588,-0.0205225,0.264779,-0.00089567,0.24425,0.0797293,0.109689,-0.0355163,0.200335,0.0532765,0.0550463,-0.150867,0.204473,0.142356,-0.0843093
Q9UTE0,-0.0437936,0.000814394,0.138859,-0.125457,-0.110823,-0.117354,-0.140489,-0.00769599,-0.107796,0.117511,-0.0131475,0.164959,0.012373,0.13863,0.0297231,0.0696654,-0.0359739,0.130867,0.0334204,0.0222345,-0.110722,0.12023,0.0679907,-0.0446609
Q09801,-0.0282938,-0.0247765,0.219858,-0.145926,-0.193571,-0.148163,-0.242536,-0.0254117,-0.183965,0.180121,-0.0149811,0.257978,0.00235055,0.239841,0.0596789,0.102704,-0.0296584,0.210921,0.0521943,0.0324768,-0.141287,0.204646,0.125462,-0.0726401
Q9UTN4,-0.0363801,-0.0108301,0.137526,-0.127056,-0.104737,-0.113666,-0.15333,-0.00717285,-0.103351,0.0987758,-0.0203868,0.147274,0.0116806,0.164865,0.0572605,0.0790404,-0.0309893,0.119442,0.0105223,0.0366384,-0.0970817,0.143601,0.0871378,-0.03617
Q10287,-0.0563975,-0.0119191,0.213631,-0.170969,-0.202702,-0.153537,-0.222239,-0.0222837,-0.170015,0.185261,-0.0106892,0.223863,0.0195698,0.212317,0.0681203,0.0883018,-0.0364713,0.181636,0.022982,0.0639069,-0.142976,0.22694,0.112796,-0.0573958
Q9US09,-0.0589112,0.0128052,0.169963,-0.165757,-0.195371,-0.152063,-0.203917,0.0084621,-0.166126,0.161028,0.00227392,0.215349,0.0155886,0.224393,0.0832993,0.0885484,-0.0319781,0.168114,0.0356121,0.0441627,-0.132422,0.199301,0.119638,-0.0845212
Q9UUK2,-0.00969632,-0.01859,0.104348,-0.0703329,-0.0875496,-0.0930951,-0.122128,0.014058,-0.0896786,0.0744492,-0.0214538,0.128299,-0.010713,0.104335,0.0524067,0.0645646,-0.0371272,0.105048,0.0208793,0.0370531,-0.0945247,0.107998,0.0595294,-0.0225009
O60171,-0.0212432,0.0119874,0.172343,-0.128285,-0.165718,-0.126205,-0.185248,0.0119975,-0.144588,0.164558,0.00655227,0.211545,0.0051557,0.196185,0.0639698,0.0645067,-0.0441613,0.151054,0.0427144,0.0243485,-0.147029,0.163802,0.118838,-0.0506481
Q7LKV3,-0.0479319,-0.00930654,0.196004,-0.175428,-0.22152,-0.168975,-0.255223,0.017865,-0.174106,0.182611,-0.00206102,0.261944,-0.00347019,0.236572,0.0723108,0.116834,-0.0235939,0.216573,0.0314333,0.0386943,-0.17386,0.223526,0.150578,-0.0812315
Q10099,-0.0455451,-0.0203765,0.224343,-0.174661,-0.22563,-0.181796,-0.258936,0.00379307,-0.192572,0.17055,-0.00499077,0.257399,0.012891,0.274043,0.0709909,0.0820506,-0.0369456,0.201376,0.0266621,0.0566411,-0.181959,0.217487,0.146804,-0.0697734
Q9UUE5,-0.0698046,-0.0248613,0.230695,-0.185748,-0.203305,-0.198015,-0.250499,-0.0148726,-0.206059,0.210563,0.00750181,0.259285,0.0215099,0.260767,0.0548362,0.0908842,-0.0329654,0.226319,0.0329475,0.0498101,-0.165511,0.245571,0.138129,-0.0742519
O94307,-0.0312935,-0.000684831,0.138473,-0.135831,-0.146298,-0.0967841,-0.170511,0.00318797,-0.122047,0.116477,-0.000748725,0.191739,0.0185578,0.157777,0.0271837,0.0658824,-0.00685125,0.121718,0.0267875,0.0217052,-0.103277,0.157516,0.108784,-0.0486902
Q10311,-0.0110262,0.0136633,0.105402,-0.0931741,-0.10194,-0.097244,-0.145562,-0.00309105,-0.108633,0.100036,0.00819872,0.147963,-0.00051362,0.129032,0.0255908,0.046041,-0.00118462,0.0948997,0.0117103,0.0132584,-0.101154,0.117377,0.0766578,-0.0463303
Q9P7Q4,-0.0790182,-0.0200973,0.235242,-0.184508,-0.225622,-0.187309,-0.263793,-0.00227535,-0.222553,0.203115,-0.0302949,0.276382,0.00264848,0.260199,0.0822655,0.094439,-0.0274953,0.243194,0.0234984,0.0605011,-0.186424,0.259833,0.161796,-0.109873
Q92368,-0.0509774,0.00244381,0.206468,-0.160781,-0.218635,-0.196628,-0.255393,0.00859728,-0.186084,0.186682,-0.00627342,0.263573,0.00772527,0.241229,0.0661328,0.102452,-0.0192825,0.200686,0.025249,0.0387518,-0.155264,0.224912,0.119774,-0.101272
O42658,-0.0579947,-0.0125646,0.233014,-0.188697,-0.228007,-0.202931,-0.282537,-0.0125673,-0.220514,0.198548,0.00736939,0.298383,0.0185903,0.251029,0.0829951,0.0993344,-0.0309201,0.212145,0.0287524,0.0379066,-0.191309,0.22341,0.125875,-0.0870574
Q9UTA7,-0.00879143,0.0195882,0.0896851,-0.0540093,-0.0841383,-0.0521819,-0.120859,-0.0036029,-0.0763339,0.0692435,0.0037503,0.0957912,0.0187128,0.124199,0.0440734,0.0358916,-0.0306247,0.0783368,0.0213057,0.0351686,-0.0871185,0.0884262,0.0735355,-0.04659
O94415,-0.0234939,0.0163938,0.112862,-0.0807731,-0.103476,-0.098878,-0.13248,-0.0217348,-0.0904956,0.0738878,-0.0104929,0.117376,-0.00939127,0.116803,0.0353751,0.0461726,-0.00266445,0.10246,0.0298967,0.041969,-0.0857194,0.0941634,0.0532412,-0.0286307
Q9USN8,-0.00642636,-0.0200561,0.101988,-0.0944603,-0.0840645,-0.074558,-0.101023,0.00795749,-0.0751775,0.062154,-0.00196989,0.113804,0.0128104,0.0905041,0.0160488,0.0208396,0.00509946,0.104001,0.00678921,0.0142864,-0.0833071,0.0935408,0.0452575,-0.0134647
O94328,-0.00667364,0.00138749,0.0941636,-0.0840703,-0.0895951,-0.0679089,-0.107247,-0.00291655,-0.0977865,0.0722104,-0.0176886,0.139216,0.0129082,0.114755,0.0356405,0.0533144,-0.00399611,0.0872627,0.0373584,0.025146,-0.0672535,0.123273,0.0740123,-0.0381008
Q9UU79,-0.0501427,-0.00323874,0.13293,-0.118725,-0.11302,-0.11218,-0.148639,0.00125689,-0.106245,0.110727,0.00797379,0.13542,-0.00642259,0.136833,0.0508656,0.0518142,-0.0105559,0.128529,0.0136321,0.0277136,-0.112613,0.140098,0.0597237,-0.0377942
