gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
O14028,0.0737806,-0.0737963,-0.108769,-0.0121868,-0.266562,-0.117682,0.087777,0.17689,-0.152958,-0.203495,-0.150599,0.0536631,0.0990331,-0.0845739,-0.0012681,0.254229,0.109714,-0.352958,0.0181935,-0.0272311,0.0750969,-0.147593,-0.102863,-0.0831918
P47771,0.101646,-0.0775973,-0.0733338,-0.0257988,-0.250111,-0.119315,0.0933625,0.168913,-0.150543,-0.180904,-0.134261,0.0757271,0.0939241,-0.0610318,-0.0182716,0.257192,0.109717,-0.334498,0.0265248,-0.0207184,0.0491078,-0.138925,-0.112646,-0.0803033
Q9URW9,0.086251,-0.09263,-0.0822828,-0.0464019,-0.265089,-0.148336,0.113862,0.191567,-0.185356,-0.216309,-0.148886,0.0841706,0.0780163,-0.0863414,0.00489056,0.250553,0.103183,-0.361675,-0.00461927,-0.0313835,0.0608019,-0.153111,-0.118577,-0.0947607
Q07381,0.0648884,-0.0701572,-0.100444,-0.00611155,-0.26569,-0.115127,0.0726901,0.18405,-0.173078,-0.16104,-0.122551,0.0824209,0.0815079,-0.095099,-0.020993,0.256583,0.112063,-0.314952,-0.00509916,-0.0260915,0.0750797,-0.14823,-0.122027,-0.0985649
O13956,0.0647999,-0.0577543,-0.0961236,-0.0445498,-0.268791,-0.136705,0.0892292,0.195016,-0.144314,-0.168893,-0.119069,0.0703343,0.0688716,-0.0777251,0.00769769,0.245841,0.0937616,-0.340988,0.0240808,-0.0435289,0.089877,-0.142907,-0.0898893,-0.086551
Q06147,0.0995129,-0.0864703,-0.0946337,-0.0422337,-0.260003,-0.137796,0.113419,0.176246,-0.159117,-0.20377,-0.124537,0.0734688,0.0762253,-0.0803199,-0.00499649,0.233133,0.0982434,-0.356046,0.0211214,-0.0304668,0.0594099,-0.150496,-0.111978,-0.104296
O14159,0.0766529,-0.0667222,-0.106417,-0.0464532,-0.284828,-0.143977,0.107329,0.184001,-0.176348,-0.178822,-0.145007,0.0753882,0.0861369,-0.0865901,-0.0181892,0.280757,0.0821803,-0.341028,0.0243227,-0.0432302,0.0743182,-0.155101,-0.0996059,-0.0880913
Q9UTN1,0.063978,-0.0816833,-0.106047,-0.0364729,-0.242155,-0.125182,0.111441,0.185983,-0.164369,-0.164064,-0.120308,0.0789378,0.0683904,-0.062633,-0.0042854,0.262185,0.0952013,-0.362191,0.00430113,-0.0477129,0.0528489,-0.175804,-0.106978,-0.0943735
P32332,0.093215,-0.0745586,-0.0853093,-0.0230907,-0.262977,-0.134272,0.0912579,0.207573,-0.184376,-0.192654,-0.12987,0.0881607,0.106986,-0.0665324,0.005573,0.256508,0.0992591,-0.375363,0.00607541,-0.0451655,0.0709455,-0.191988,-0.108665,-0.0766214
O13644,0.0665421,-0.0664731,-0.100988,-0.019102,-0.247783,-0.154324,0.104598,0.184778,-0.188113,-0.200546,-0.121874,0.0706323,0.0991578,-0.0661809,0.0170435,0.265717,0.100865,-0.328992,0.00499097,-0.0268335,0.0586158,-0.159577,-0.124804,-0.0731876
Q01590,0.0740578,-0.0959724,-0.0821486,-0.0479642,-0.276776,-0.127049,0.117315,0.211234,-0.165199,-0.208533,-0.151391,0.0569716,0.103314,-0.0860101,0.00103029,0.248552,0.0831873,-0.364461,0.011991,-0.0275064,0.0865134,-0.158296,-0.126196,-0.0979222
Q09758,0.0583295,-0.0672703,-0.0748106,-0.0144594,-0.231923,-0.13339,0.0982329,0.196653,-0.169984,-0.177737,-0.120878,0.0405076,0.0789253,-0.0549233,-0.0151415,0.251329,0.108535,-0.34157,0.0255036,-0.0137974,0.0677673,-0.152641,-0.0990383,-0.0728401
P53154,0.0543283,-0.093544,-0.10467,-0.0167368,-0.240786,-0.142405,0.0727397,0.178242,-0.163007,-0.158642,-0.104362,0.058945,0.092707,-0.0790029,-0.0159697,0.240563,0.08504,-0.322146,-0.00118099,-0.0376144,0.052776,-0.145033,-0.0929506,-0.0923448
P40903,0.082748,-0.0764579,-0.0707821,-0.0146543,-0.248794,-0.142342,0.0847263,0.194647,-0.158952,-0.151162,-0.139546,0.0395715,0.0925979,-0.0585587,-0.00347096,0.207468,0.0812387,-0.331713,0.0322484,-0.0313876,0.0750106,-0.162519,-0.119537,-0.071654
P09232,0.0817371,-0.0887863,-0.0829712,-0.0419861,-0.255594,-0.148987,0.105692,0.186785,-0.147098,-0.167602,-0.144981,0.0815127,0.0764467,-0.0729134,0.00303487,0.225776,0.0863941,-0.327911,-0.00576465,-0.0404346,0.0876877,-0.165788,-0.125695,-0.0677223
Q12024,0.0738841,-0.0939888,-0.113594,-0.0393103,-0.242035,-0.156117,0.0787162,0.179132,-0.168929,-0.17863,-0.136474,0.0442811,0.096598,-0.0816653,0.000995289,0.268668,0.10216,-0.341253,0.00930799,-0.0424894,0.059862,-0.153816,-0.0973802,-0.0908572
Q9URY0,0.0894379,-0.0801203,-0.103414,-0.0467738,-0.232845,-0.113994,0.0660334,0.194885,-0.15698,-0.176072,-0.144259,0.068831,0.0969678,-0.0623827,-0.018376,0.247961,0.0932255,-0.344679,0.0267289,-0.0372162,0.0471854,-0.148822,-0.117905,-0.0743022
P24280,0.092293,-0.0842355,-0.0948784,-0.0108912,-0.280029,-0.151705,0.114761,0.199084,-0.180513,-0.187658,-0.130474,0.0676946,0.0930331,-0.104955,-0.0170868,0.289151,0.088359,-0.37708,-0.00328822,-0.0201692,0.0807939,-0.175795,-0.10507,-0.0833964
Q10137,0.0977936,-0.0793322,-0.106985,-0.00646444,-0.260087,-0.121741,0.0948545,0.18825,-0.17706,-0.155874,-0.1329,0.0611952,0.0656013,-0.0535226,-0.0164686,0.242732,0.0984369,-0.314736,0.000102295,-0.0349222,0.081625,-0.147382,-0.108747,-0.0754325
O74895,0.103211,-0.0733311,-0.0902611,-0.0191183,-0.282906,-0.142371,0.0847399,0.1877,-0.167187,-0.217429,-0.129711,0.0869207,0.0913369,-0.0657759,-0.0199998,0.258401,0.101565,-0.359754,-0.00270041,-0.0563597,0.0825475,-0.164966,-0.124137,-0.0980667
P54780,0.0722488,-0.0679731,-0.0989953,-0.035499,-0.257639,-0.109903,0.0927042,0.162643,-0.155429,-0.190748,-0.129305,0.0426796,0.0916646,-0.0535128,0.00442927,0.254518,0.0877655,-0.323483,-0.00519212,-0.0279881,0.0561553,-0.156086,-0.108455,-0.0920582
O13903,0.0772989,-0.0792908,-0.11628,-0.0349671,-0.282502,-0.150095,0.116068,0.192898,-0.174478,-0.222916,-0.141465,0.0581366,0.0732927,-0.0741083,0.00652916,0.282342,0.101099,-0.375562,-0.00433947,-0.0198445,0.0829674,-0.155301,-0.110046,-0.0808334
Q08285,0.102202,-0.0845633,-0.101216,-0.0140862,-0.271793,-0.172623,0.0863872,0.201147,-0.167983,-0.185839,-0.166202,0.0535367,0.0926917,-0.0979363,-0.0109862,0.2852,0.119568,-0.363399,0.00234985,-0.0271079,0.0723199,-0.170443,-0.109953,-0.0975406
Q96WW6,0.0809688,-0.0921024,-0.0754556,-0.0237299,-0.253985,-0.138804,0.0889811,0.192753,-0.145143,-0.155794,-0.133007,0.0597977,0.0608888,-0.083213,-0.0160408,0.220644,0.0971062,-0.322424,0.0234615,-0.0125215,0.0565062,-0.149794,-0.116762,-0.0639402
P43636,0.0806605,-0.0637349,-0.100317,-0.0347553,-0.230998,-0.0973408,0.0981901,0.181521,-0.14951,-0.173455,-0.118466,0.0411037,0.0573068,-0.0616759,-0.0221673,0.231951,0.0937493,-0.298877,0.0151837,-0.0491108,0.0715122,-0.158495,-0.104889,-0.072853
P42938,0.0824821,-0.0878144,-0.102771,-0.0426696,-0.254998,-0.128474,0.104664,0.201398,-0.16948,-0.190112,-0.15603,0.0862858,0.106865,-0.0627767,-0.00701076,0.253334,0.0843518,-0.341417,-0.00426756,-0.0426489,0.0608148,-0.16773,-0.102746,-0.101552
Q9UUH3,0.0995157,-0.0739239,-0.0800096,-0.0449093,-0.246668,-0.138347,0.085528,0.187659,-0.152976,-0.17936,-0.148874,0.0491095,0.085769,-0.0537728,-0.00189241,0.242579,0.0848066,-0.318876,0.000946567,-0.0204778,0.0746022,-0.164363,-0.0993823,-0.0866711
P06103,0.0887912,-0.0666132,-0.0917895,-0.0372807,-0.25114,-0.136289,0.0833659,0.177352,-0.156587,-0.205784,-0.128694,0.0512836,0.098894,-0.0670312,0.0103025,0.266662,0.116934,-0.347882,0.0123728,-0.0342143,0.0880232,-0.179254,-0.131562,-0.0764778
Q10425,0.0971885,-0.073036,-0.0731786,-0.00911022,-0.267092,-0.135573,0.110657,0.175584,-0.176104,-0.164476,-0.115396,0.0697238,0.0879434,-0.0815527,0.0193519,0.267202,0.100132,-0.33758,0.0142841,-0.04578,0.0525844,-0.151658,-0.121077,-0.0660268
P35718,0.0929786,-0.066713,-0.0890559,-0.0144759,-0.228332,-0.143365,0.0721778,0.164434,-0.14746,-0.164905,-0.122964,0.0513595,0.0675365,-0.0845652,-0.00419848,0.24015,0.09538,-0.323903,0.029295,-0.0454306,0.0589402,-0.14846,-0.102688,-0.0716255
O94285,0.0778408,-0.0952295,-0.08118,-0.0457918,-0.251658,-0.152535,0.0871866,0.198052,-0.152267,-0.167917,-0.115745,0.0523466,0.0891931,-0.0978128,-0.024212,0.230445,0.11377,-0.339115,0.020504,-0.0227009,0.0836358,-0.158059,-0.127202,-0.0889425
P36012,0.0906517,-0.101424,-0.112845,-0.0312845,-0.264153,-0.154306,0.115794,0.193831,-0.1884,-0.204966,-0.14513,0.0874272,0.0972278,-0.0715963,-0.0133644,0.244879,0.0866345,-0.34976,-0.00632396,-0.0264721,0.055239,-0.158805,-0.125548,-0.0718558
Q9Y812,0.10408,-0.102341,-0.103259,-0.0340506,-0.237796,-0.127649,0.0990791,0.201262,-0.172396,-0.189457,-0.11338,0.0594834,0.0689805,-0.0802697,-0.0137545,0.258628,0.0791494,-0.332885,0.00293436,-0.0226394,0.073174,-0.161565,-0.097146,-0.0927775
O60161,0.0965037,-0.0662746,-0.120356,-0.0426451,-0.256,-0.128371,0.0767291,0.203532,-0.179527,-0.214519,-0.129035,0.0532978,0.0982558,-0.093648,-0.0181964,0.246404,0.0883581,-0.378603,0.0110341,-0.0348715,0.094636,-0.155866,-0.113955,-0.107039
Q06679,0.0946725,-0.0725113,-0.0919207,-0.0144875,-0.251182,-0.136704,0.0741453,0.211343,-0.161213,-0.175743,-0.148723,0.0679133,0.0850833,-0.0618461,-0.010115,0.250799,0.0973017,-0.344583,0.014447,-0.0334546,0.0569189,-0.153791,-0.116223,-0.0827711
P22138,0.0840306,-0.085946,-0.084626,-0.0129233,-0.262087,-0.141375,0.0942293,0.168797,-0.149033,-0.182309,-0.111227,0.0475536,0.0858965,-0.0927017,0.00795147,0.258628,0.0867456,-0.339668,0.00307146,-0.0268112,0.0602295,-0.137493,-0.126649,-0.0857408
Q9P7X8,0.0819937,-0.0890628,-0.0810736,-0.0122867,-0.277347,-0.153331,0.0758313,0.189696,-0.182697,-0.168967,-0.153636,0.066818,0.0847439,-0.0974795,0.0187986,0.246292,0.0872728,-0.338845,0.0101253,-0.048255,0.0591927,-0.18394,-0.127596,-0.0926689
P23255,0.0955092,-0.0876268,-0.0933882,-0.0427199,-0.239693,-0.118322,0.0999691,0.193444,-0.164176,-0.155408,-0.119716,0.0620508,0.089166,-0.087063,0.00561061,0.25763,0.108995,-0.315021,-0.00626452,-0.0471518,0.0706135,-0.149317,-0.111316,-0.0697073
P87121,0.104132,-0.079417,-0.081969,-0.0263377,-0.256952,-0.124264,0.101194,0.199369,-0.178554,-0.163406,-0.141627,0.0430602,0.0981742,-0.0668758,0.0167137,0.255067,0.0790365,-0.334258,0.0322703,-0.0169789,0.0746249,-0.168251,-0.0937972,-0.0839233
P0C2H6,0.0975533,-0.062806,-0.0995766,-0.0147261,-0.238532,-0.133843,0.072788,0.185578,-0.176973,-0.151885,-0.121754,0.0498822,0.0647136,-0.0846294,-0.0209856,0.247781,0.101361,-0.334889,0.0294053,-0.0486592,0.0692298,-0.146997,-0.125247,-0.0889112
O14388,0.105473,-0.101997,-0.0876408,-0.0113274,-0.283579,-0.120697,0.100298,0.216024,-0.168022,-0.183386,-0.127267,0.0491707,0.0653033,-0.0851293,0.0152671,0.242754,0.0915499,-0.332514,0.0158868,-0.0444689,0.0901355,-0.184378,-0.0976608,-0.0913217
Q04651,0.108249,-0.0695627,-0.099579,-0.0478921,-0.275832,-0.161116,0.0880717,0.199855,-0.192843,-0.180298,-0.125552,0.0578859,0.107546,-0.0753697,0.0179062,0.25189,0.109157,-0.352047,0.030587,-0.0266127,0.0963125,-0.155151,-0.108271,-0.104133
O94283,0.0896177,-0.0791804,-0.0980486,-0.026658,-0.267771,-0.142731,0.109169,0.180359,-0.1902,-0.182906,-0.129922,0.0735874,0.0869979,-0.0630548,-0.00665204,0.272515,0.096431,-0.325766,-0.00397675,-0.0410985,0.0577176,-0.156609,-0.0975797,-0.0855407
O60065,0.099267,-0.0625331,-0.0835158,-0.0289665,-0.2703,-0.122446,0.077073,0.209008,-0.175797,-0.182582,-0.140739,0.0749907,0.0970776,-0.0830233,-0.013976,0.231912,0.117337,-0.330045,0.0318841,-0.0481518,0.0855147,-0.148731,-0.108258,-0.0753607
P53112,0.0890953,-0.0884349,-0.0864234,-0.0110907,-0.228246,-0.140942,0.0727604,0.165586,-0.147643,-0.18883,-0.141107,0.040383,0.0977164,-0.0804295,-0.0135821,0.255089,0.112446,-0.320883,-0.00763757,-0.0150935,0.0842019,-0.130092,-0.118189,-0.0898459
O74700,0.0935169,-0.0607372,-0.0848419,-0.0181078,-0.266239,-0.122918,0.0751678,0.209286,-0.165017,-0.173162,-0.145157,0.0759112,0.0676399,-0.0736245,0.00450956,0.250953,0.10742,-0.334854,0.016305,-0.0192411,0.0484233,-0.160232,-0.102931,-0.0989117
Q9P7K0,0.0626504,-0.0767054,-0.100928,-0.0294609,-0.268765,-0.152831,0.0989711,0.170672,-0.145623,-0.167425,-0.134568,0.0775536,0.0966003,-0.0850927,-0.00519463,0.257327,0.111616,-0.315985,0.0228731,-0.0160261,0.0616225,-0.16215,-0.120008,-0.09443
Q12094,0.0875327,-0.100429,-0.116111,-0.0272422,-0.258826,-0.155326,0.0984692,0.207947,-0.156729,-0.202039,-0.15289,0.077052,0.074691,-0.0707654,-0.00865759,0.250625,0.0994297,-0.35465,-0.00312485,-0.0262537,0.0775615,-0.15599,-0.0979096,-0.0697035
Q10409,0.0849976,-0.0757646,-0.120079,-0.0389079,-0.289028,-0.126077,0.0881797,0.189512,-0.159475,-0.18796,-0.126963,0.061543,0.0754313,-0.0920542,0.00597569,0.276018,0.120075,-0.34478,-0.0069507,-0.0566623,0.0650146,-0.178807,-0.139302,-0.0689187
Q9UUF2,0.0742888,-0.061864,-0.105942,-0.00983136,-0.252772,-0.146221,0.0876492,0.172899,-0.153727,-0.182652,-0.148837,0.07488,0.0851827,-0.0963321,-0.0149716,0.255754,0.0919299,-0.318546,-0.00082164,-0.0321342,0.085912,-0.138775,-0.114004,-0.0807561
P00958,0.0885498,-0.0605995,-0.114577,-0.0231427,-0.245183,-0.138496,0.110816,0.190459,-0.173408,-0.174613,-0.131331,0.0613836,0.0690329,-0.0853905,0.00178246,0.270291,0.097835,-0.347932,-0.00246109,-0.0545158,0.0612471,-0.151665,-0.0952631,-0.0661655
Q04491,0.0918087,-0.0782791,-0.075317,-0.0169945,-0.263974,-0.118842,0.104475,0.198747,-0.165588,-0.19916,-0.155527,0.079907,0.091593,-0.0643996,0.0084223,0.237916,0.0937558,-0.349859,0.0156933,-0.0346508,0.0539097,-0.163586,-0.107155,-0.0870494
O94319,0.102697,-0.0889158,-0.103381,-0.0458311,-0.24335,-0.131162,0.0921075,0.182459,-0.17465,-0.187977,-0.114832,0.082417,0.0879298,-0.0567718,0.0110005,0.223857,0.112909,-0.351402,0.0279763,-0.0462845,0.076247,-0.14315,-0.0921785,-0.0808639
O59810,0.0833584,-0.0876332,-0.104369,-0.032283,-0.227491,-0.140387,0.0772476,0.18472,-0.160742,-0.180777,-0.133577,0.0707366,0.0659637,-0.0935625,-0.0241681,0.24271,0.112367,-0.342177,0.0257895,-0.0331078,0.0697926,-0.129756,-0.100296,-0.0659914
P06105,0.0993711,-0.0834648,-0.114798,-0.0347361,-0.281378,-0.127944,0.0951543,0.191114,-0.181072,-0.187211,-0.133577,0.0904781,0.08644,-0.0717403,-0.00403377,0.248717,0.0925266,-0.346971,0.0339782,-0.0397919,0.0835563,-0.17735,-0.118413,-0.0832913
O43036,0.084791,-0.0978302,-0.09205,-0.04177,-0.287739,-0.134369,0.0737757,0.192827,-0.194081,-0.167347,-0.149878,0.0546478,0.0741814,-0.0735055,0.00934057,0.256533,0.118436,-0.334609,0.015538,-0.0158616,0.0735869,-0.181306,-0.0945315,-0.0726173
P46669,0.0967438,-0.0632644,-0.0713347,-0.0277659,-0.248075,-0.130503,0.0896802,0.194069,-0.173934,-0.199493,-0.151774,0.055034,0.0917197,-0.0728542,0.0126498,0.257952,0.0805625,-0.327164,0.0218565,-0.0219618,0.0765612,-0.162513,-0.0986271,-0.0630181
Q9UUG1,0.0779331,-0.0937412,-0.0809502,-0.00835405,-0.265806,-0.116976,0.0953383,0.202327,-0.175034,-0.179885,-0.128607,0.0678563,0.101661,-0.0827139,-0.00396012,0.223635,0.0881938,-0.332958,-0.00100775,-0.0380463,0.0660192,-0.152836,-0.0965729,-0.0970325
P36160,0.0913283,-0.106549,-0.0901067,-0.0120416,-0.302375,-0.131884,0.10411,0.188352,-0.161198,-0.192843,-0.131452,0.0770913,0.0856034,-0.0767897,-0.00506784,0.257168,0.0919896,-0.358379,-0.000803299,-0.0309074,0.0864069,-0.161893,-0.13117,-0.109566
P36519,0.0806972,-0.0977023,-0.0865527,-0.0219524,-0.266403,-0.133097,0.094361,0.190541,-0.160203,-0.199898,-0.127891,0.0576332,0.0671509,-0.0652785,-0.00154667,0.244558,0.0984683,-0.338295,0.000640234,-0.0193634,0.0655141,-0.176218,-0.123577,-0.0833751
O14337,0.060502,-0.0878814,-0.0676094,-0.0232681,-0.230052,-0.141843,0.107441,0.204346,-0.165013,-0.192386,-0.123442,0.0748487,0.0727452,-0.0948013,-0.0165613,0.234593,0.0853948,-0.33216,-0.00172996,-0.0549037,0.0498573,-0.156871,-0.124302,-0.0879787
Q99207,0.107215,-0.0751731,-0.092692,-0.00811983,-0.246034,-0.141162,0.103944,0.197165,-0.161744,-0.180763,-0.115772,0.0485609,0.0744878,-0.100441,-0.00554905,0.245324,0.116291,-0.36521,0.0127132,-0.027335,0.0509947,-0.172429,-0.109056,-0.0832612
O43051,0.0763545,-0.0614834,-0.088905,-0.0189016,-0.270378,-0.133999,0.0929094,0.176056,-0.174615,-0.188397,-0.112551,0.0662145,0.06684,-0.0657144,-0.00860732,0.240214,0.112306,-0.340488,0.0142139,-0.0134178,0.0478227,-0.135742,-0.129526,-0.0877378
P25374,0.080492,-0.0652869,-0.103584,-0.0222654,-0.210022,-0.115921,0.0865558,0.183706,-0.151627,-0.164376,-0.126761,0.0536537,0.095616,-0.0909902,-0.00857879,0.239519,0.10499,-0.325491,-0.00488724,-0.0152017,0.0537201,-0.156345,-0.0912413,-0.067594
O74351,0.066052,-0.0741592,-0.0962508,-0.0150598,-0.257111,-0.119227,0.0838099,0.196243,-0.173847,-0.206766,-0.118543,0.0763995,0.081073,-0.0699905,-0.0164627,0.239072,0.118901,-0.356779,0.0215511,-0.0292477,0.0704131,-0.178006,-0.127147,-0.0884252
P36596,0.0831298,-0.0818844,-0.0889602,-0.00521904,-0.232077,-0.115217,0.103057,0.191707,-0.158812,-0.174157,-0.13142,0.0740274,0.0892901,-0.0900933,-0.0076654,0.221666,0.0805742,-0.304067,0.0184483,-0.0468143,0.0620443,-0.166573,-0.100983,-0.0981466
P29704,0.0732358,-0.0753977,-0.0851984,-0.00522421,-0.25364,-0.121452,0.0954209,0.2102,-0.174749,-0.174204,-0.151327,0.0865435,0.0810721,-0.0777643,-0.00986333,0.268214,0.0923305,-0.355633,0.0208711,-0.0388014,0.0665907,-0.187755,-0.113815,-0.107484
P39729,0.0581843,-0.0903876,-0.0959703,-0.0254434,-0.220274,-0.11923,0.080166,0.16918,-0.154027,-0.168724,-0.0997775,0.0772252,0.0821304,-0.070849,0.0170948,0.221307,0.0973922,-0.31346,0.0211609,-0.0269221,0.0767771,-0.157047,-0.0844489,-0.0830695
Q9UT21,0.0898044,-0.100871,-0.0828418,-0.03011,-0.264394,-0.1406,0.103059,0.192648,-0.165089,-0.187208,-0.132988,0.0860278,0.0909601,-0.0983448,-0.0168574,0.24857,0.0950601,-0.350485,0.0332221,-0.023755,0.0887197,-0.15853,-0.127783,-0.0846638
P06773,0.0833321,-0.10772,-0.107567,-0.0179934,-0.265137,-0.163255,0.109258,0.221135,-0.170083,-0.209384,-0.130119,0.0840904,0.0811288,-0.0701036,-0.0210802,0.251384,0.118655,-0.352575,0.0118544,-0.0181152,0.0739573,-0.15475,-0.133875,-0.108351
O43012,0.0953269,-0.0665996,-0.0807021,-0.0229271,-0.26743,-0.163461,0.0833902,0.208097,-0.195145,-0.18536,-0.133166,0.0904668,0.0940844,-0.0924684,0.01322,0.258905,0.0893673,-0.350813,-0.00787553,-0.038584,0.0726759,-0.159133,-0.106626,-0.0824237
P53883,0.080728,-0.0778929,-0.0899744,-0.0166825,-0.248147,-0.117344,0.0732888,0.170874,-0.16731,-0.190563,-0.15088,0.0773669,0.0751947,-0.0739968,-0.0211966,0.24525,0.0822438,-0.329839,0.00961599,-0.0325684,0.0887916,-0.170492,-0.123826,-0.103782
Q09100,0.0675604,-0.0777559,-0.0926699,-0.0345155,-0.254107,-0.123249,0.0890236,0.17794,-0.148832,-0.192382,-0.14548,0.073453,0.0752503,-0.0782452,-0.0100164,0.237905,0.110073,-0.345825,-0.0081026,-0.0282884,0.0882526,-0.142868,-0.126896,-0.0669437
Q08971,0.0719145,-0.0665302,-0.0922089,-0.0351564,-0.249268,-0.152201,0.0986982,0.180389,-0.163648,-0.189441,-0.159134,0.0834319,0.0948036,-0.0774077,-0.0226208,0.253205,0.109478,-0.35501,0.0323411,-0.0292012,0.0684812,-0.182372,-0.132449,-0.0752796
O59727,0.0706823,-0.106835,-0.103324,-0.0340169,-0.265381,-0.148942,0.0757839,0.210709,-0.167495,-0.194866,-0.127628,0.068299,0.0784775,-0.0822667,-0.0148905,0.24873,0.122915,-0.353858,0.0080887,-0.0361434,0.0960825,-0.163196,-0.126818,-0.104993
Q12452,0.0722566,-0.0847617,-0.101821,-0.00748995,-0.239344,-0.15022,0.0683508,0.202122,-0.14343,-0.174987,-0.108279,0.0725284,0.096718,-0.0913713,0.0171143,0.235097,0.0886874,-0.340735,0.0164237,-0.0430053,0.0668007,-0.161265,-0.0849254,-0.088527
O74732,0.0648664,-0.0843814,-0.109087,-0.00533583,-0.245959,-0.128804,0.079314,0.212555,-0.163981,-0.174899,-0.133965,0.0862168,0.091007,-0.0763196,-0.0150584,0.247264,0.0882422,-0.365978,0.0233695,-0.0238493,0.0876782,-0.150752,-0.100573,-0.106982
O74855,0.0842917,-0.0629288,-0.0874511,-0.0390877,-0.271507,-0.153566,0.106594,0.189279,-0.16139,-0.172554,-0.151074,0.0770209,0.064266,-0.084119,0.00283712,0.241251,0.0771579,-0.326237,-0.00388704,-0.0491476,0.0687661,-0.138122,-0.114787,-0.0758676
P25382,0.0813541,-0.085305,-0.0778029,-0.011062,-0.269039,-0.138476,0.0887276,0.180941,-0.187115,-0.16018,-0.150802,0.0491609,0.0679426,-0.0926466,-0.0120081,0.245283,0.0822136,-0.342333,-0.00883704,-0.0539272,0.061286,-0.149318,-0.103142,-0.0896606
P35207,0.0936833,-0.0866021,-0.105395,-0.0420382,-0.254524,-0.125525,0.0728831,0.177735,-0.192131,-0.199295,-0.158283,0.0676591,0.0978046,-0.0670756,0.0115502,0.252797,0.0788035,-0.344287,0.0284434,-0.028066,0.0622385,-0.166192,-0.125304,-0.0776857
O59801,0.067212,-0.1027,-0.0781022,-0.0483336,-0.27443,-0.160735,0.0822299,0.187042,-0.181812,-0.16597,-0.155297,0.0490933,0.0927472,-0.0740725,-0.0169319,0.250317,0.0863591,-0.33764,0.00839834,-0.0336624,0.0938492,-0.15961,-0.117881,-0.100508
Q9USZ7,0.0884254,-0.0806514,-0.109349,-0.0328496,-0.274125,-0.129874,0.085899,0.167516,-0.152774,-0.167595,-0.12648,0.0514569,0.0733633,-0.0975455,-0.00495085,0.223612,0.11214,-0.333494,0.0227882,-0.0434647,0.0878042,-0.165327,-0.126301,-0.0949466
P39013,0.0734091,-0.0573031,-0.090995,-0.0230465,-0.265751,-0.118924,0.0879245,0.185378,-0.172816,-0.188606,-0.109075,0.080913,0.0656598,-0.0582886,-0.012129,0.252079,0.0893825,-0.304034,0.0195801,-0.0492676,0.068475,-0.165016,-0.107576,-0.0966204
P22580,0.0842314,-0.0764639,-0.089104,-0.00596139,-0.248898,-0.151499,0.0848079,0.196976,-0.170066,-0.176271,-0.11879,0.0566055,0.0986468,-0.0614115,-0.00219064,0.264636,0.106203,-0.317129,0.024459,-0.0472822,0.064472,-0.156656,-0.10851,-0.0814302
Q8TFF9,0.0640172,-0.0979185,-0.104433,-0.0162017,-0.249601,-0.127231,0.0866537,0.207001,-0.172521,-0.163047,-0.147782,0.0508861,0.081369,-0.0887365,-0.022668,0.263423,0.115308,-0.327873,0.0222164,-0.0511285,0.0787295,-0.181884,-0.0927783,-0.0906001
O74946,0.0922751,-0.091411,-0.0765004,-0.00838402,-0.257615,-0.1439,0.0737404,0.189367,-0.187585,-0.205122,-0.150948,0.0780677,0.105975,-0.0686505,-0.00748997,0.265794,0.116195,-0.341512,0.0314414,-0.0227731,0.0636847,-0.154477,-0.120324,-0.0791839
P38121,0.0850618,-0.076629,-0.0933532,-0.0118161,-0.272945,-0.127053,0.0956702,0.193821,-0.150039,-0.186717,-0.146487,0.080606,0.069512,-0.0711228,-0.0222698,0.231904,0.090687,-0.337675,-0.00898855,-0.0166465,0.0711713,-0.169283,-0.103656,-0.0625829
Q9URZ8,0.1004,-0.090145,-0.0960762,-0.00957647,-0.26154,-0.129563,0.0909724,0.188562,-0.167242,-0.175993,-0.108378,0.0814239,0.0703402,-0.0918186,-0.0154928,0.244524,0.0843605,-0.301425,0.000803574,-0.0552121,0.0627188,-0.153372,-0.0872368,-0.091726
P32842,0.106707,-0.0829564,-0.110675,-0.0429212,-0.269338,-0.14594,0.109948,0.197941,-0.19444,-0.212356,-0.140023,0.0524374,0.0714828,-0.0734405,-0.00213036,0.256354,0.113392,-0.356073,-0.00790077,-0.0578456,0.0564915,-0.170363,-0.14077,-0.0760126
O14351,0.102021,-0.0973016,-0.0972151,-0.00427611,-0.258741,-0.117547,0.0789898,0.180682,-0.172452,-0.196031,-0.138886,0.0590819,0.0888021,-0.0732732,-0.0050252,0.267947,0.11623,-0.323779,0.0184274,-0.0487895,0.0788701,-0.154024,-0.0969865,-0.0656025
P40579,0.074172,-0.0995787,-0.0740744,-0.0298866,-0.254307,-0.142793,0.0716063,0.19519,-0.144978,-0.177684,-0.139772,0.0806532,0.0926474,-0.0683941,0.0179507,0.244679,0.114851,-0.332471,0.0262054,-0.0148186,0.080189,-0.145859,-0.0967776,-0.0676955
Q9Y884,0.10079,-0.0812025,-0.110413,-0.0293667,-0.24835,-0.130021,0.0996036,0.203613,-0.177027,-0.185714,-0.135378,0.055132,0.0917529,-0.0562311,0.0152847,0.230457,0.082598,-0.33446,0.0111633,-0.0501973,0.0850463,-0.177116,-0.105454,-0.0745041
