protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
Q08754,-0.0206249,-0.188847,-0.0842996,-0.0763322,0.0818623,0.251115,-0.172905,-0.00475339,-0.0354257,0.233264,0.0561118,0.0570255,-0.0885597,0.0230373,0.0136369,-0.0988157,-0.11806,0.0619629,-0.194415,0.297564,0.0767027,0.026298,-0.00556814,-0.128396
P14063,-0.0350142,-0.0786047,-0.0346594,-0.0650727,0.0663112,0.153775,-0.106618,0.0179557,-0.0185932,0.158359,0.0431269,0.0504874,-0.0708823,-0.00118245,0.0270277,-0.0714418,-0.0667572,0.029098,-0.128038,0.193181,0.0268669,0.0101625,0.00213446,-0.0719137
Q12734,-0.0420265,-0.122483,-0.0408959,-0.0614846,0.0754577,0.166979,-0.130626,-0.0111768,-0.00373982,0.194857,0.0385567,0.0444835,-0.0927037,0.0241666,0.0148119,-0.0636228,-0.0799769,0.0267765,-0.151243,0.219429,0.059998,0.0190738,0.014259,-0.0718033
P52923,-0.026335,-0.153862,-0.0422032,-0.0767882,0.0831553,0.214056,-0.166077,-0.0192797,-0.0209658,0.226307,0.056257,0.0345732,-0.10279,0.00785103,0.0196949,-0.101056,-0.126924,0.0436691,-0.192564,0.257847,0.0682373,0.0273444,0.01274,-0.105079
Q03774,-0.0426422,-0.124928,-0.0413895,-0.0403391,0.0490848,0.139029,-0.118652,-0.0195985,-0.0158694,0.160067,0.0614964,0.0463181,-0.0811829,0.0289887,0.0199605,-0.083794,-0.0911731,0.0386641,-0.110584,0.182444,0.0558691,0.000751407,0.0117092,-0.0952114
P07991,-0.0621668,-0.183523,-0.0813509,-0.103879,0.111133,0.26815,-0.212475,0.0128832,-0.0200759,0.305918,0.095332,0.0657367,-0.136726,0.0138986,0.0525312,-0.115392,-0.138985,0.0732654,-0.223945,0.346236,0.0819674,0.0428162,-0.0173929,-0.159792
P39926,-0.036688,-0.161797,-0.0512627,-0.0917912,0.0998365,0.188004,-0.177363,-0.000800542,-0.00959158,0.225414,0.0772337,0.0524256,-0.0948579,0.00196593,0.0344365,-0.110425,-0.120879,0.0655025,-0.191083,0.268818,0.0385401,0.0364492,0.00238051,-0.0937095
P32807,-0.041343,-0.176475,-0.0835865,-0.104508,0.100268,0.231646,-0.192963,0.0164635,-0.0457079,0.246022,0.0823554,0.0424494,-0.090827,0.00301039,0.0321487,-0.105934,-0.145405,0.0355756,-0.187413,0.296005,0.0558763,0.0400245,0.0221423,-0.131701
Q12674,-0.016236,-0.143313,-0.0754581,-0.0663045,0.0988136,0.199613,-0.149061,-0.023942,-0.0378279,0.209751,0.0686548,0.0448733,-0.0969949,0.00654715,0.0241406,-0.10004,-0.0969344,0.0297447,-0.177556,0.26445,0.055269,0.0263548,0.005474,-0.0764512
P23644,-0.0590006,-0.233408,-0.100932,-0.119269,0.121481,0.316293,-0.257524,0.00936622,-0.0453202,0.350075,0.101048,0.0554592,-0.140822,0.0259051,0.0367929,-0.168346,-0.186997,0.0772186,-0.270323,0.432524,0.108177,0.0174461,0.00710415,-0.150157
P53895,-0.0105098,-0.103952,-0.0309693,-0.0526897,0.0516945,0.122857,-0.100951,0.00401076,-0.0220408,0.132103,0.0469262,0.0442435,-0.0607228,-0.00337067,0.0193811,-0.0470051,-0.0550578,0.0486399,-0.0870145,0.171826,0.0293431,-0.00407759,-0.0148695,-0.0503004
Q05506,-0.0161142,-0.124357,-0.0324331,-0.0530458,0.057014,0.167661,-0.132782,0.00401798,-0.0418747,0.171725,0.058586,0.0510849,-0.0575685,0.0199474,0.00691445,-0.0892069,-0.0884161,0.0402109,-0.142794,0.219533,0.037396,0.0034517,-0.00921099,-0.100707
P38690,-0.0185979,-0.170696,-0.0791012,-0.0728917,0.100066,0.230167,-0.173702,3.42012e-05,-0.0376592,0.20864,0.0537295,0.0499473,-0.0786053,0.00831723,0.0424872,-0.108513,-0.117454,0.0680181,-0.191829,0.290704,0.0687033,0.0409873,0.00343684,-0.118571
P53754,-0.026797,-0.159929,-0.0594453,-0.0983445,0.0991303,0.178157,-0.169593,4.32127e-05,-0.025065,0.200194,0.0633482,0.0281923,-0.0940227,-0.000197689,0.0272308,-0.0866703,-0.102146,0.0370911,-0.169085,0.241453,0.0763965,0.0323388,-1.83853e-05,-0.116283
Q04052,-0.0408319,-0.140824,-0.0603769,-0.0989812,0.0949672,0.201545,-0.173467,0.00290033,-0.0490731,0.23454,0.0570793,0.0505208,-0.102607,0.00777477,0.0198165,-0.112528,-0.107197,0.0604555,-0.187116,0.272357,0.0437891,0.0387125,-0.0169409,-0.11921
P40169,-0.0384227,-0.0954409,-0.0372961,-0.047436,0.0415395,0.111112,-0.082553,-0.0114507,-0.0020959,0.107511,0.0499759,0.0255464,-0.0591057,0.0200935,-0.00327338,-0.0657664,-0.0453935,0.0358515,-0.121764,0.166384,0.0331115,-0.00158525,0.00902929,-0.0662347
P53286,-0.0300005,-0.194797,-0.0875353,-0.123081,0.124609,0.258138,-0.209098,-0.0215003,-0.0197488,0.279098,0.091275,0.0756866,-0.122314,0.020391,0.0278308,-0.134065,-0.128286,0.0549435,-0.207828,0.310529,0.0666681,0.0423682,-0.0064191,-0.129219
P38148,-0.0203371,-0.149486,-0.0621617,-0.0927423,0.0951257,0.200534,-0.130255,-0.0199717,-0.0202381,0.200613,0.0571999,0.0379251,-0.0822209,0.0100216,0.0178158,-0.0753416,-0.114239,0.0386782,-0.166269,0.234741,0.0574115,0.0135543,-0.00834935,-0.0864962
P10849,-0.0279151,-0.152424,-0.0618002,-0.0970834,0.0943466,0.230559,-0.166921,0.00291722,-0.0368774,0.235727,0.0631495,0.0333462,-0.0830929,0.0286799,0.0107006,-0.0992168,-0.109897,0.0424037,-0.171176,0.288595,0.0576452,0.0261106,0.0164092,-0.103109
P25637,-0.0313253,-0.158329,-0.0621752,-0.0727107,0.102585,0.193176,-0.152897,0.00679082,-0.0138931,0.226533,0.0616418,0.0490715,-0.0914412,0.0194741,0.0277893,-0.0868106,-0.122711,0.0424382,-0.163809,0.261506,0.0589557,0.0385163,-0.0139474,-0.0977788
P0CX12,-0.00315557,-0.0689837,-0.0115619,-0.0345506,0.0479277,0.0798674,-0.0582411,0.0076161,-0.0160661,0.0850395,0.0501873,0.00202397,-0.0206757,0.0103748,0.0105355,-0.0303297,-0.0455234,0.0118887,-0.0827961,0.118744,0.0166928,0.018721,0.0197167,-0.0523188
Q03214,-0.0113323,-0.140414,-0.0458532,-0.0851408,0.0942096,0.183891,-0.151472,-0.0214455,-0.00838193,0.16646,0.0598217,0.0254897,-0.0963342,0.00411313,0.0335351,-0.103184,-0.111523,0.0474206,-0.171426,0.215735,0.0401508,0.0247505,-0.0168637,-0.070993
P40541,-0.0562473,-0.187477,-0.0537019,-0.0915687,0.11917,0.250166,-0.198327,0.00476093,-0.0434512,0.255306,0.0659237,0.0465251,-0.11998,0.0449852,0.0456781,-0.130982,-0.117882,0.0796247,-0.218849,0.308861,0.0695308,0.034102,-0.00452821,-0.136784
Q3E7X9,-0.0379108,-0.135793,-0.0540042,-0.0694548,0.0772644,0.145553,-0.135254,-0.0034578,-0.0300818,0.173118,0.0429279,0.0466801,-0.0669465,0.00133695,0.0387049,-0.0831556,-0.100291,0.0530959,-0.157834,0.228318,0.0454325,0.0303725,-0.0158124,-0.0654659
P07263,-0.00350221,-0.0775852,-0.0388723,-0.066651,0.0404673,0.098153,-0.0771059,-0.0163306,-0.00149967,0.106624,0.0400508,0.0147967,-0.0291642,0.0293729,0.029155,-0.0683961,-0.0810436,0.0314861,-0.0860661,0.145081,0.0534596,0.0215898,0.00318905,-0.0580342
P38912,-0.0325811,-0.0949381,-0.0358877,-0.0478724,0.0793003,0.131009,-0.108703,-0.00602696,-0.000839882,0.156497,0.0361864,0.0318384,-0.0641393,0.0277581,0.0198586,-0.0502275,-0.0990674,0.0321523,-0.147979,0.194196,0.052587,0.00241243,-0.00725992,-0.0694449
Q08281,-0.0633029,-0.191758,-0.0770366,-0.114674,0.118175,0.297512,-0.236118,-0.000704163,-0.0285836,0.309102,0.0733301,0.0707296,-0.13652,0.0253291,0.0177511,-0.119842,-0.154315,0.0757984,-0.231109,0.384169,0.0639993,0.0207412,-0.00609217,-0.149483
Q12301,-0.021249,-0.107229,-0.0528837,-0.0434077,0.0527106,0.171564,-0.127563,0.00768807,-0.0316426,0.140558,0.0432171,0.0434197,-0.0577464,0.027925,-0.00346366,-0.0687319,-0.0668734,0.024045,-0.12735,0.208411,0.0407917,0.0090035,0.0130403,-0.0619821
P11154,-0.0305794,-0.12758,-0.0468681,-0.100202,0.0826574,0.185628,-0.16208,0.001524,-0.0265888,0.22103,0.0648176,0.033771,-0.0935605,0.0112891,0.0182976,-0.101475,-0.0927575,0.0581862,-0.180034,0.260915,0.072238,0.0120163,0.0147555,-0.0798102
P0CX55,-0.0409985,-0.176829,-0.0948238,-0.0830216,0.107212,0.239381,-0.210442,0.00543633,-0.0497036,0.273894,0.0593919,0.058377,-0.103981,0.0404359,0.0424167,-0.120384,-0.133725,0.0668595,-0.231447,0.3118,0.08518,0.00945998,-0.0132796,-0.127206
P36130,-0.0517466,-0.158333,-0.0590373,-0.0908417,0.0749509,0.234247,-0.166217,-0.00173983,-0.00988058,0.22324,0.0657109,0.041554,-0.098289,0.0344536,0.0398977,-0.123753,-0.0971766,0.0380572,-0.179772,0.294926,0.0702165,0.0256203,-0.0185383,-0.124265
Q07505,-0.0228664,-0.103934,-0.0506267,-0.0566174,0.0586077,0.146582,-0.111396,-0.00964677,-0.0364915,0.186246,0.0730458,0.0441766,-0.0784917,0.00962424,0.0337836,-0.0682715,-0.0829812,0.0341743,-0.15122,0.204489,0.0451715,-0.000213703,0.00620571,-0.0977443
P35725,0.000968788,-0.0597863,-0.0358652,-0.0387473,0.0453384,0.116088,-0.0670298,-0.0168547,-0.0209912,0.0938262,0.0245968,0.0126357,-0.052637,0.015611,0.0294942,-0.0527839,-0.0382906,0.0188195,-0.082277,0.137714,0.0518683,0.0276415,-0.00530807,-0.045527
P38218,0.00181556,-0.0711684,-0.0132767,-0.0388391,0.0422134,0.0959851,-0.0721603,0.000935723,-0.0150375,0.0940633,0.0378112,0.0166426,-0.0610363,0.0138696,0.00768012,-0.0345694,-0.0363116,0.0446868,-0.105754,0.138512,0.0135856,0.00546337,0.00875764,-0.0623111
P46959,-0.0186343,-0.158227,-0.0556254,-0.0794164,0.0747418,0.223543,-0.14041,0.000751416,-0.00944566,0.187957,0.0709666,0.0384998,-0.102187,0.0315224,0.0278141,-0.0940611,-0.104089,0.0463334,-0.153882,0.240029,0.0647881,0.00412859,0.00339087,-0.114607
P20049,-0.049238,-0.128421,-0.046211,-0.0709655,0.0819587,0.219174,-0.148778,0.0159993,-0.0130262,0.2271,0.0623065,0.0423246,-0.083992,0.0180135,0.00443126,-0.109314,-0.0967972,0.0385764,-0.157794,0.249296,0.054608,0.0393992,0.00310619,-0.0832312
P15454,-0.0215039,-0.0633174,-0.0357463,-0.0356985,0.020795,0.0925844,-0.0814507,0.00798647,-0.00549314,0.111493,0.0396626,0.0403421,-0.0238237,-9.33888e-05,0.0047884,-0.0426952,-0.0492658,0.032556,-0.0644478,0.120196,0.0098356,-0.00578482,0.0212111,-0.0641065
P0CX30,-0.0464665,-0.12907,-0.057767,-0.0762776,0.104376,0.19711,-0.151396,0.0111449,-0.0425101,0.189447,0.0627917,0.0378937,-0.096008,0.0373034,0.0220411,-0.112176,-0.10365,0.0415739,-0.174024,0.247948,0.0594139,0.029244,-0.0133893,-0.0975661
Q05899,-0.000796914,-0.0694336,-0.0271614,-0.0306464,0.058416,0.12811,-0.0913911,-0.000616256,-0.0332752,0.125689,0.0324194,0.0229874,-0.0668514,-0.00614329,0.0304694,-0.0584495,-0.0830132,0.0223422,-0.1174,0.169352,0.0310861,0.0144504,0.0120599,-0.0523988
Q06160,-0.0406218,-0.1096,-0.0471328,-0.0849315,0.0684809,0.192958,-0.141074,0.0106106,-0.0433095,0.179961,0.0597777,0.0571805,-0.0646269,0.0212705,0.013102,-0.0773314,-0.0955189,0.0606899,-0.167815,0.221104,0.0664931,0.0260003,0.0188524,-0.0723512
P40456,-0.0431449,-0.146629,-0.0434912,-0.0760215,0.0960257,0.224488,-0.182416,0.0108392,-0.0335754,0.245187,0.0792118,0.0566731,-0.0823277,0.026092,0.00790356,-0.118379,-0.102678,0.0431065,-0.203337,0.28145,0.0814422,0.0372705,-0.00407988,-0.103405
P43618,-0.0658263,-0.20467,-0.107903,-0.113763,0.11872,0.299534,-0.243225,0.00946984,-0.0365418,0.293538,0.0853616,0.06354,-0.144734,0.0290703,0.0423815,-0.149071,-0.174394,0.0818664,-0.255236,0.399135,0.0733253,0.0351651,-0.00641352,-0.156671
P53119,-0.0232279,-0.15344,-0.0665853,-0.0902322,0.0989778,0.20357,-0.148865,0.0142728,-0.00728661,0.2107,0.0734896,0.0408381,-0.0782716,0.0337974,0.040792,-0.0793136,-0.110762,0.0403713,-0.172682,0.267655,0.0676274,0.0302708,-0.00241579,-0.11865
Q08193,-0.020238,-0.153413,-0.0412048,-0.0895601,0.0829846,0.196301,-0.170825,-0.0232204,-0.0155941,0.217535,0.0499,0.0645333,-0.0987303,0.00275568,0.0312618,-0.0775131,-0.117377,0.0274498,-0.159212,0.246627,0.0712205,0.0187037,-0.00374481,-0.10019
Q02981,-0.0210716,-0.117373,-0.0695435,-0.090334,0.0975144,0.170287,-0.143306,0.00311186,-0.033683,0.212707,0.0558009,0.0529641,-0.0578771,0.0323961,0.0122289,-0.10077,-0.100683,0.058775,-0.179382,0.256543,0.0359118,0.019415,0.00775576,-0.0810481
Q08685,-0.0467943,-0.192442,-0.0582072,-0.103555,0.0993799,0.241201,-0.211459,-0.014955,-0.0488348,0.275467,0.0712663,0.0737428,-0.105642,0.00738052,0.0323724,-0.129998,-0.152099,0.0466029,-0.197683,0.347006,0.0532433,0.00957834,-0.00728107,-0.141374
P53732,-0.0463559,-0.13976,-0.0657784,-0.0688947,0.0626004,0.187819,-0.148569,0.00376978,-0.0140642,0.167114,0.0473772,0.0587723,-0.0694864,0.0197423,0.0142227,-0.092399,-0.0796415,0.0355638,-0.146586,0.213339,0.0458389,0.0104345,-0.00505867,-0.0924048
Q03792,-0.0179048,-0.134416,-0.0420833,-0.0676125,0.0749096,0.145315,-0.129804,0.0138751,-0.0353246,0.185899,0.0509677,0.0332809,-0.0747808,-0.000300386,0.00447201,-0.0973656,-0.108106,0.0315021,-0.130904,0.202146,0.0634988,-0.00479216,0.00109217,-0.0955158
Q08743,-0.0389431,-0.106465,-0.0414004,-0.0712294,0.0585504,0.170714,-0.122538,-0.0233762,-0.00233414,0.16165,0.058882,0.0424812,-0.0871078,0.00405872,0.0238621,-0.0982205,-0.096784,0.0269943,-0.126421,0.19931,0.052407,0.0340819,0.00694745,-0.0648317
Q3E846,-0.00546167,-0.082115,-0.0484918,-0.044693,0.0346899,0.136185,-0.0966379,-0.00408823,-0.0330404,0.135954,0.0420619,0.0217226,-0.0594376,-0.00177806,0.0251155,-0.0640179,-0.0766522,0.0170407,-0.100098,0.156187,0.0404503,0.00835674,-0.00269241,-0.0427965
P53882,-0.0239341,-0.096254,-0.0617947,-0.0515818,0.047242,0.150558,-0.10372,-0.0213395,-0.0268499,0.162718,0.0582839,0.0256448,-0.0491788,0.00845061,0.00343019,-0.0649895,-0.0995177,0.035131,-0.126963,0.195688,0.035636,0.0142221,0.0163025,-0.0730659
Q12108,-0.010414,-0.063534,-0.0191267,-0.0544425,0.0362676,0.0827893,-0.0707529,-0.0210226,-0.0178811,0.0915975,0.0286382,0.0140966,-0.0330333,0.00861798,0.0188235,-0.0434734,-0.027627,0.0235982,-0.06301,0.101349,0.0287067,0.0222233,0.00178431,-0.0273383
P07172,-0.0230515,-0.0935038,-0.0489455,-0.0418612,0.0679547,0.113339,-0.109352,0.0102393,-0.0266827,0.128754,0.0250278,0.0425711,-0.0606089,-0.00529538,0.00324448,-0.0669781,-0.0439829,0.0173803,-0.119541,0.16538,0.0288728,0.00939252,0.00457017,-0.0765409
P25596,-0.0237339,-0.109419,-0.0438089,-0.0711222,0.0527145,0.133936,-0.104647,-0.0159811,-0.0240829,0.15914,0.0278758,0.017374,-0.0449243,0.0127601,0.0224393,-0.0559431,-0.0635826,0.0557223,-0.1305,0.186133,0.0497141,-0.00267745,-0.0121267,-0.0569002
P27825,-0.0400417,-0.124039,-0.0623592,-0.0664138,0.0928396,0.213015,-0.135041,-0.010042,-0.0430679,0.218299,0.048054,0.0345389,-0.0650183,0.0391283,0.0168917,-0.081577,-0.098925,0.0476693,-0.18495,0.26435,0.0521285,0.00257506,-0.00043618,-0.0750817
P43614,-0.0594088,-0.170391,-0.0555922,-0.116956,0.0854142,0.238957,-0.196134,-0.0123239,-0.0468413,0.259943,0.0987179,0.038596,-0.103081,0.017983,0.0255815,-0.100308,-0.154609,0.0435371,-0.233674,0.328577,0.079232,0.0230791,0.018107,-0.107862
O13563,-0.0231006,-0.170709,-0.0624161,-0.0850439,0.0872951,0.234792,-0.150485,-0.0113232,-0.0166317,0.223384,0.0736984,0.0584608,-0.103983,0.00769591,0.00644324,-0.117727,-0.132711,0.0664173,-0.180651,0.297295,0.0473473,0.0151641,0.0126627,-0.114958
Q05024,-0.0138289,-0.128806,-0.0445177,-0.0709541,0.0901796,0.175893,-0.112818,-0.00324195,-0.00313923,0.182808,0.0488152,0.060298,-0.0857322,-0.000246858,0.00707461,-0.0766865,-0.0829015,0.0361743,-0.125428,0.225759,0.055013,0.00251748,0.0181303,-0.0964087
P53086,-0.0412297,-0.214301,-0.0843205,-0.0985003,0.129862,0.294062,-0.213086,-0.00449846,-0.0539484,0.263559,0.102609,0.0783392,-0.111311,0.0338575,0.0418079,-0.128928,-0.152528,0.0566552,-0.236502,0.34927,0.068836,0.00979527,-0.0166292,-0.125941
P40035,-0.0121856,-0.120237,-0.0261378,-0.0403734,0.0507263,0.143905,-0.113619,-0.0148583,-0.00687578,0.146479,0.0496595,0.0257299,-0.0428355,0.0235244,0.0258046,-0.0821595,-0.0557251,0.0143012,-0.127435,0.170028,0.0531944,0.0276774,0.0175263,-0.0530087
Q08844,-0.010865,-0.105563,-0.0379014,-0.043356,0.0532287,0.157951,-0.138585,0.0170568,-0.0295216,0.164518,0.0517575,0.0331984,-0.0515687,0.0303938,0.00118952,-0.0924849,-0.0820152,0.0239189,-0.141935,0.190467,0.0511351,0.0124685,-0.00254545,-0.0799453
P38310,-0.071991,-0.222017,-0.100918,-0.122418,0.139021,0.334486,-0.270708,-0.0260024,-0.0264699,0.328769,0.120489,0.0652507,-0.160349,0.0330227,0.0377618,-0.147755,-0.193331,0.0636561,-0.27953,0.438879,0.0794691,0.0438383,0.0192725,-0.16569
P53749,0.00163356,-0.0906449,-0.0123954,-0.0467145,0.0460919,0.125564,-0.100887,0.00861886,-0.025994,0.104026,0.0272422,0.0244433,-0.0243208,-8.94094e-05,0.0138056,-0.0411139,-0.0357133,0.0325946,-0.108568,0.139731,0.020987,0.00829421,-0.00131512,-0.0694505
P17106,-0.0522108,-0.163978,-0.0631276,-0.104551,0.107412,0.229314,-0.169043,0.0147502,-0.0161772,0.259091,0.0644119,0.0663594,-0.116509,0.0370226,0.0233758,-0.108505,-0.14544,0.0432289,-0.20031,0.291419,0.0662019,0.0241547,-0.00655286,-0.137333
P37838,-0.0245464,-0.189066,-0.0896501,-0.127801,0.128478,0.281234,-0.203155,-0.0214339,-0.0355742,0.308727,0.076548,0.0560897,-0.105755,0.0112547,0.0523058,-0.141687,-0.17179,0.075963,-0.255614,0.375003,0.0860361,0.045041,-0.0114776,-0.137017
P39997,-0.00603504,-0.05515,-0.0441276,-0.0621163,0.0490762,0.101907,-0.0896458,-0.0145144,0.00327595,0.110523,0.037684,0.00645087,-0.0575593,0.0169571,0.0207959,-0.0618794,-0.0467086,0.0391388,-0.100225,0.135685,0.0127719,0.0190496,0.000763464,-0.0552428
Q06011,-0.0323775,-0.0843517,-0.0374077,-0.0574593,0.0357577,0.121258,-0.107511,0.0129276,-8.95615e-05,0.108946,0.0562401,0.0441029,-0.0516691,0.0186688,0.0149546,-0.0386163,-0.0830084,0.0434204,-0.106029,0.142404,0.018521,0.0236914,-0.0194103,-0.0416363
P46679,-0.0689553,-0.27357,-0.108082,-0.127149,0.149554,0.344151,-0.279339,-0.00692535,-0.0329288,0.387677,0.11087,0.0751934,-0.148078,0.0342261,0.0406808,-0.148876,-0.193173,0.071908,-0.320408,0.478584,0.118535,0.0165225,-0.00355141,-0.176164
P38229,-0.0209148,-0.142199,-0.0627826,-0.0831271,0.084493,0.213761,-0.151009,-0.0097447,-0.0279026,0.234433,0.0614319,0.0684084,-0.0934359,0.0372772,0.0363066,-0.114925,-0.113044,0.044094,-0.162167,0.277846,0.0678634,0.0260542,-0.0184703,-0.109442
Q06409,-0.0145787,-0.110751,-0.0629041,-0.0703311,0.039182,0.156712,-0.101847,0.00169104,-0.0204787,0.140425,0.0316362,0.0498159,-0.052869,0.0195971,0.000352912,-0.0713544,-0.0816058,0.0231603,-0.116065,0.194639,0.0396402,0.0200064,0.00560413,-0.0801197
Q06676,-0.0286463,-0.0970944,-0.0398959,-0.0509351,0.0376543,0.122489,-0.108946,0.00993486,-0.0198628,0.135316,0.0350549,0.0514413,-0.0542544,-0.00391796,0.00907504,-0.0770211,-0.0695272,0.0532016,-0.118648,0.173621,0.026245,0.0329996,-0.00820364,-0.0868127
P0CX81,-0.0255717,-0.0629733,-0.054551,-0.0434791,0.0462719,0.128392,-0.0834862,-0.0133658,-0.00252413,0.130257,0.0216147,0.0402738,-0.0501858,-0.00696954,-0.00076246,-0.0433455,-0.0722156,0.0314386,-0.0939694,0.166041,0.0467186,-0.00670633,-0.0132567,-0.0766914
P46669,-0.0478391,-0.153837,-0.0634932,-0.098324,0.0861375,0.226266,-0.170645,-0.00739321,-0.048949,0.232982,0.0575756,0.0382235,-0.0808858,0.0367517,0.0408804,-0.105057,-0.123548,0.0572713,-0.186619,0.304611,0.0834404,0.0141321,-0.0169467,-0.121715
Q12274,-0.00615019,-0.124112,-0.0540973,-0.0777288,0.0743719,0.163014,-0.119253,-0.0177389,-0.0249516,0.155071,0.0439949,0.0185314,-0.0621026,-0.00119564,0.010221,-0.0748081,-0.0741197,0.0583325,-0.130916,0.236334,0.0604153,0.00729818,-0.0179155,-0.0928396
P38701,-0.0362472,-0.168296,-0.050991,-0.0936688,0.0803958,0.234845,-0.169669,-0.0138763,-0.0271758,0.237473,0.09328,0.0475222,-0.117642,0.0297058,0.0126296,-0.114759,-0.133227,0.0602771,-0.203179,0.306358,0.0526772,0.0129588,0.0157622,-0.120753
P32660,-0.034052,-0.133037,-0.0784345,-0.0796814,0.0832159,0.193088,-0.145719,0.00468604,-0.048515,0.229071,0.0661918,0.0377979,-0.101108,0.031799,0.0201585,-0.0905603,-0.119372,0.059489,-0.197853,0.258755,0.0673682,0.0246245,0.00755596,-0.10495
P53130,-0.04173,-0.148611,-0.068882,-0.0766082,0.0982427,0.21668,-0.168509,0.00249753,-0.0353093,0.256734,0.0929523,0.0725764,-0.107284,0.0260872,0.0337511,-0.0921612,-0.102122,0.0596404,-0.195372,0.291225,0.0522239,0.0364389,-0.000836258,-0.119384
P26188,-0.040738,-0.13386,-0.0474937,-0.080463,0.0770658,0.215058,-0.141832,-0.0188788,-0.0209272,0.214557,0.0754259,0.0353664,-0.0880763,0.025932,0.0116915,-0.0779621,-0.098417,0.0413969,-0.189243,0.272771,0.0699594,-0.000259494,0.00358419,-0.0999548
P47076,-0.0544628,-0.153366,-0.0637792,-0.116705,0.103998,0.251521,-0.16999,-0.0207826,-0.0362568,0.24452,0.0909521,0.0613582,-0.0925256,0.0385231,0.00881255,-0.101257,-0.14486,0.0736008,-0.189669,0.293352,0.080893,0.0282218,0.0105656,-0.123386
P40340,-0.045178,-0.260688,-0.0883479,-0.13164,0.159825,0.352476,-0.271822,0.000411416,-0.0347688,0.36386,0.102868,0.0594931,-0.127237,0.0216861,0.0557147,-0.180906,-0.164144,0.0788534,-0.30044,0.431462,0.0819477,0.0412985,-0.0134227,-0.170378
P42936,-0.0429425,-0.124638,-0.0331928,-0.0723027,0.0548433,0.161587,-0.113829,0.0177017,-0.0214301,0.172163,0.0588943,0.0391192,-0.0618051,0.0271207,0.00881996,-0.0696446,-0.0664066,0.0576034,-0.122262,0.200916,0.0287944,0.00835043,-0.0190537,-0.0879068
Q08773,-0.0464598,-0.17355,-0.0638153,-0.0877094,0.104896,0.244454,-0.18648,-0.00841277,-0.0302403,0.246824,0.0823455,0.0645292,-0.12021,0.0291474,0.0259051,-0.109966,-0.127204,0.0704298,-0.195189,0.320369,0.0849168,0.028552,-0.0173819,-0.132829
Q06146,-0.0301158,-0.17915,-0.0689554,-0.100198,0.0968191,0.244727,-0.161081,0.00420533,-0.0393217,0.251565,0.0576497,0.0599758,-0.0997889,0.0393439,0.0152146,-0.123255,-0.127222,0.034119,-0.18946,0.314994,0.0648928,0.0360046,-0.00615422,-0.119381
Q04673,-0.0242811,-0.166132,-0.0585095,-0.113924,0.122851,0.247659,-0.198462,0.0105767,-0.026151,0.261714,0.0718735,0.0772734,-0.126586,0.015024,0.00807033,-0.123372,-0.129146,0.0734764,-0.213277,0.334534,0.0543766,0.0395347,0.00836171,-0.118729
Q06287,-0.0471318,-0.182753,-0.0924129,-0.124659,0.12613,0.288603,-0.209404,-0.0219472,-0.0447179,0.304962,0.0811007,0.0852123,-0.101805,0.0146132,0.0289319,-0.137128,-0.130593,0.0570421,-0.248546,0.370409,0.097565,0.0208526,-0.0168635,-0.147294
P01098,-0.022489,-0.124971,-0.0678773,-0.0988901,0.0692189,0.214203,-0.137218,0.0119298,-0.0195205,0.215435,0.0446047,0.0603877,-0.0885164,0.0214699,0.0100101,-0.0981469,-0.112387,0.0383122,-0.145306,0.234022,0.0498124,0.0232342,0.0152837,-0.102181
P24870,-0.0426159,-0.220668,-0.0642298,-0.133091,0.120812,0.273219,-0.210754,-0.021473,-0.0222359,0.274817,0.0939047,0.0687062,-0.108332,0.0449868,0.0522892,-0.134963,-0.137282,0.0761669,-0.256277,0.379998,0.074565,0.0295929,0.00665765,-0.152655
Q02208,-0.0248493,-0.175875,-0.0789203,-0.0993229,0.107366,0.212273,-0.155338,-0.0211355,-0.0137675,0.217683,0.0901063,0.0453862,-0.0883345,0.0289703,0.035314,-0.105153,-0.106177,0.0688323,-0.188451,0.27156,0.0446871,0.0175538,-0.0138034,-0.0944689
P36044,-0.0251329,-0.104451,-0.0489906,-0.0641541,0.056302,0.12909,-0.0830092,0.00490143,-0.0359052,0.118513,0.0435455,0.0283855,-0.0320503,0.00441686,0.0220223,-0.0687128,-0.0614149,0.029186,-0.0881166,0.165274,0.0369615,0.0119449,-0.00725591,-0.0450039
Q08422,-0.0191445,-0.0926248,-0.0385508,-0.06854,0.0532959,0.149933,-0.130091,-0.000911717,-0.0285864,0.170311,0.0417846,0.0447601,-0.0763472,0.00186668,0.034098,-0.0802815,-0.0623953,0.0483238,-0.127499,0.196644,0.06207,0.00196063,-0.000317508,-0.0603723
P48239,-0.0363193,-0.115616,-0.0374821,-0.0555821,0.0616049,0.125416,-0.109705,0.0146175,-0.0373824,0.142156,0.034405,0.0231595,-0.0591335,0.0325406,0.00754165,-0.0486524,-0.0785735,0.0351979,-0.112621,0.170311,0.0223295,0.00134357,0.013179,-0.0628483
