protein,dim1,dim2
P36041,0.332541,0.596382
P25584,0.482596,0.779732
Q12462,0.343413,0.828268
P38323,0.333213,0.328883
P15807,0.524694,0.52656
Q12347,0.52808,0.376903
P00331,0.23188,0.773847
P53074,0.364355,0.278953
Q01919,0.49436,0.704212
P32567,0.353851,0.765163
P25298,0.336922,0.701259
P40985,0.417282,0.24825
P48582,0.493893,0.608374
P54007,0.409237,0.392332
P38774,0.175583,0.278306
P36024,0.490342,0.609115
P0CX47,0.430287,0.750614
P32905,0.501512,0.581588
Q12393,0.170929,0.239665
P09436,0.658842,0.559198
Q04116,0.229053,0.679769
P39960,0.375311,0.715927
Q12373,0.342551,0.541082
P47181,0.485763,0.433941
P39742,0.553684,0.685096
P53251,0.552109,0.329455
Q08496,0.24788,0.695841
P38340,0.561299,0.779164
Q12166,0.282174,0.231791
P53058,0.0789855,0.269873
Q12189,0.192701,0.535899
P38780,0.351279,0.278957
P0CX25,0.493455,0.25678
Q6Q547,0.329489,0.380426
P10834,0.272982,0.394326
P08468,0.230067,0.480356
P53109,0.186291,0.382253
Q01896,0.536163,0.434541
Q02981,0.441099,0.543682
P36151,0.277114,0.292945
Q02455,0.550932,0.221052
Q12389,0.647106,0.557452
P38426,0.441119,0.520724
P25607,0.195941,0.648943
P32639,0.688167,0.720819
P25335,0.0890655,0.662646
P47155,0.225093,0.444015
P48525,0.070879,0.421672
P40310,0.384168,0.401066
Q04329,0.0767801,0.137584
P40554,0.22477,0.394357
Q8TGJ2,0.167097,0.415577
P23643,0.417532,0.145106
P20795,0.563734,0.513088
P29366,0.900215,1.04479
Q04545,0.0530499,0.42392
P23595,0.61201,0.752789
P53130,0.143426,0.649945
P36101,0.249821,0.356354
P22203,0.719706,0.558947
Q06508,0.261276,0.407196
Q06678,0.505014,0.586263
Q12141,0.283459,0.227049
P32477,0.264579,0.49285
P32614,0.323749,0.35946
P43597,0.0671235,0.528827
P25451,0.578021,0.417823
P00942,0.205922,0.6038
P47089,0.213925,0.584964
P32366,0.519355,0.818536
P50091,0.413413,0.46668
P27796,0.553583,0.390562
Q03103,0.176256,0.480063
P31412,0.564641,0.439965
P39542,0.348674,0.180054
P39538,0.383996,0.292495
P40466,0.513708,0.623925
P18411,0.0183744,0.401021
P0C2I5,0.0866943,0.362661
P32527,0.641743,0.532922
P81450,0.224938,0.419324
Q06409,0.437385,0.280014
Q12697,0.348807,0.228628
Q04772,0.168586,0.156087
P25591,0.289047,0.343503
P07248,0.53326,0.584153
Q99231,0.100422,0.320064
P38741,0.500903,0.351356
P47072,0.196221,0.369024
P32496,0.748883,0.62138
P53311,0.356608,0.326753
P53889,0.567671,0.390099
P38313,0.573499,0.529088
P22209,0.77838,1.04181
Q04048,0.34778,0.931784
P34226,0.484101,0.34615
P14066,0.207233,0.271357
Q03178,0.2662,0.415112
P15496,0.40051,0.699766
P09938,0.517331,0.598198
P47977,0.367738,0.37134
P47976,0.503935,0.55244
Q3E752,0.2155,0.423861
P27515,0.250657,0.721666
P0C2H9,0.490081,0.392611
P33442,0.361554,0.761722
P57743,0.803087,0.701484
P43575,0.320751,0.0812416
P38172,0.268938,0.427265
P38735,0.231431,0.315309
Q12102,0.506764,0.648539
Q12199,0.149285,0.664033
P49626,0.376169,0.843126
Q02209,0.0499704,0.558377
P15315,0.428691,0.471383
P32363,0.358951,0.487004
Q01722,0.35212,0.635193
P0C2I4,0.36901,0.388069
P48412,0.295291,0.392519
P38798,0.431057,0.542524
Q6WNK7,0.758458,0.848849
P00175,0.276962,0.445021
P25615,0.367441,0.346023
Q07653,0.214432,0.440078
P33302,0.565352,0.879355
Q12192,0.130698,0.479364
Q06266,0.196034,0.517402
Q3E791,0.128461,0.446998
P19524,0.63781,1.00843
P47171,0.53688,0.329383
P47137,0.465435,0.29038
P38817,0.442203,0.414062
P21268,0.439172,0.577274
Q04930,0.542223,0.311323
P13382,0.28808,0.607496
Q99383,0.414232,0.808261
P25491,0.496822,0.588119
P53241,0.137749,0.343305
P53080,0.255947,0.190255
P35200,0.237315,0.51628
Q08908,0.334693,0.234834
P41695,0.528349,0.692241
P0CX61,0.171219,0.105459
P48606,0.304468,0.361662
Q08952,0.369169,0.207079
P38870,0.175734,0.568225
P38332,0.222773,0.283413
Q07541,0.00370787,0.412637
P36035,0.29219,0.481253
P40445,0.413101,0.604187
P18409,0.632736,0.37677
P47128,0.416119,0.580491
Q08465,0.308193,0.4548
P00447,0.378235,0.531039
P03876,0.186788,0.303722
Q08457,0.0658337,0.337208
P26343,0.353271,0.814957
Q03153,0.198268,0.364402
Q12040,0.121666,0.128313
P40958,0.814412,0.94806
P40473,0.53515,0.488368
P53139,0.210532,0.639746
P35735,0.581215,0.769418
Q10740,0.264762,0.510023
P40553,0.316087,0.319256
P49090,0.42459,0.248626
P32317,0.200489,0.353707
P38110,0.223616,0.617255
P32797,0.453849,0.757482
P32903,0.247206,0.543421
P40350,0.415835,0.830561
P32466,0.432727,0.388807
P53163,0.33923,0.517489
Q12314,-0.00306747,0.39485
P53839,0.304482,0.541916
Q06170,0.339279,0.464916
Q12254,0.282571,0.341938
P38747,0.238703,0.516105
P53721,0.41603,0.608059
P08525,0.254145,0.575117
P12962,0.437495,0.574979
P17890,0.444104,0.506749
P38840,0.219621,0.4352
P52490,0.310874,0.742414
P10127,0.460378,0.382903
Q08921,0.404691,0.620217
Q03034,0.1141,0.182511
P11747,0.3571,0.515581
P03069,0.379842,0.715815
P34163,0.451251,0.511028
P28625,0.347722,0.207406
P32781,0.0539117,0.321635
Q04839,0.25355,0.568795
P32793,0.525044,1.12035
P32318,0.28525,0.425177
P28743,0.411026,0.336235
P40851,0.0779541,0.432251
Q12259,0.160855,0.464615
Q06817,0.367351,0.378617
P53065,0.380146,0.238124
Q12283,0.0641919,0.283762
P39933,0.0625856,0.53707
P53054,0.0476913,0.384811
Q12508,0.562432,0.605073
Q05778,0.502975,0.399308
Q04338,0.401639,0.512745
P47164,0.482266,0.380424
P35176,0.504717,0.566836
P53301,0.0937694,0.288579
P53750,0.517596,0.314743
P0CT04,0.398758,0.329227
P53600,0.543792,0.385116
P53881,0.448636,0.52363
P36161,0.6653,0.410667
Q06116,0.3719,0.478781
Q06162,0.554727,0.769641
Q03920,0.314574,0.580945
P34219,0.300911,0.348681
Q06417,-0.00875213,0.567926
Q02866,0.430492,0.933621
Q08474,0.166746,0.180332
Q12285,0.244357,0.62655
Q06549,0.226934,0.469362
Q08409,0.274291,0.817582
P80210,0.306153,0.487702
P47172,0.420219,0.534624
Q12386,0.732735,0.602344
Q04585,0.354847,0.146269
Q08930,0.0622437,0.596807
P00401,0.597046,0.800707
P04039,0.203567,0.691807
P32914,0.456185,0.635964
P48365,0.284143,0.23263
P38163,0.314156,0.486265
Q08601,0.404231,0.685578
P38238,0.326673,0.732996
Q08412,0.404875,0.400687
P53615,0.0594221,0.539128
P53239,0.3175,0.305261
Q12417,0.323301,0.685779
P32854,0.54431,0.587295
P40051,0.480704,0.436363
P53171,0.457003,0.265891
P43593,0.423282,0.724543
Q12223,0.605968,0.732555
P39112,0.239803,0.554837
P39979,0.323724,0.352839
P41733,0.138409,0.305363
Q04080,0.251975,0.30133
P38875,0.423328,0.336869
P21691,0.280345,0.374738
P06701,0.575632,0.520415
Q05636,0.374504,0.725992
P34220,0.502914,0.394729
P43537,0.0232327,0.442781
Q08110,0.241551,0.301938
P53960,0.394178,0.472947
Q04658,0.176528,0.0602766
P07275,0.290455,0.377851
Q02100,0.175368,0.519576
P32583,0.284003,0.729561
P46943,0.500573,0.279805
Q12140,0.323756,0.337879
P38872,0.495572,0.427795
P38071,0.225208,0.504234
Q06497,0.396353,0.523337
P38297,0.505919,0.578614
P32266,0.548475,0.57842
Q12369,0.264318,0.468836
P47058,0.214999,0.400775
P53966,0.330282,0.357473
Q99385,0.498399,0.346158
Q12504,0.436567,0.369615
P53875,0.338824,0.605977
P34227,0.543648,0.547822
P53097,0.377891,0.236594
P38760,0.333319,0.305877
P36018,0.412513,0.668767
Q08032,0.593925,0.40386
P30665,0.697418,0.736189
P25588,0.558546,0.555283
P47033,0.0633291,0.49154
P48813,0.540337,0.464173
Q12500,0.368249,0.390432
P53292,0.34107,0.871931
Q06096,0.674964,0.836012
P47013,0.189688,0.427837
Q03714,0.406664,0.9446
Q06651,0.174155,0.307925
P53272,0.118114,0.238961
Q04947,0.458246,0.527509
P39984,0.557354,0.432526
P53892,0.153701,0.549356
P36083,0.373546,0.27154
Q04149,0.486032,0.544957
P48743,0.458952,0.349139
P32333,0.756784,1.01373
Q12301,0.329309,0.314751
Q06688,0.319513,0.278635
P25454,0.485914,0.838127
Q06179,0.475927,0.521304
Q08581,0.250502,0.678899
P0C0X0,0.365073,0.575325
P45819,0.386423,0.450595
Q12411,0.675558,0.700806
P11325,0.219689,0.647867
P27514,0.0368699,0.521515
P0CX19,0.32854,0.106369
P25341,0.5793,0.63763
P14904,0.40857,0.770018
P36057,0.407513,0.644462
P51601,0.518068,0.447544
Q03976,0.652841,0.622187
P53081,0.265867,0.488875
P32912,0.482901,0.950561
P32939,0.556369,0.806781
Q12316,0.222532,0.211012
P43572,0.468312,0.445509
P23293,0.452153,0.680503
P28795,0.233062,0.599116
Q02969,0.374797,0.505047
P25348,0.391267,0.513176
P43599,0.419285,0.12792
Q6Q595,0.26306,0.333829
Q08831,0.462617,0.246489
P43634,0.495816,0.621356
P39518,0.428888,0.285825
Q92392,0.371732,0.531853
P38682,0.262444,0.598788
Q12019,0.481771,0.775215
P47140,0.402686,0.23084
Q04493,0.514454,0.396865
P16522,0.401037,0.596729
P38863,0.243597,0.204964
Q06511,0.18954,0.664598
P38889,0.454818,0.623437
P35210,0.674807,0.413038
P37898,0.367492,0.524018
Q07913,0.406214,0.33575
Q03778,0.114748,0.370234
Q04177,0.661377,0.621712
Q06385,0.41505,0.572441
Q99296,0.150823,0.368519
P53872,0.227221,0.325307
P40049,0.0663614,0.43857
Q12175,0.310829,0.576022
P06784,0.455207,0.700524
P32599,0.615263,0.604993
P38758,0.332093,0.403751
P35844,0.392203,0.55372
P32855,0.335985,0.714188
Q06479,0.338305,0.4268
P39676,0.412531,0.720291
Q12442,0.267698,0.417839
P07257,0.558852,0.726615
Q12501,0.224975,0.113718
P38319,0.213412,0.435431
P24814,0.586295,0.625527
P14180,0.332403,0.348984
P42941,0.0760423,0.486069
P38843,0.445793,0.499208
P23585,0.154063,0.547389
D6VTK4,0.591742,0.607511
P28789,-0.0136841,0.316013
P38342,0.360909,0.434944
Q08214,0.139583,0.410254
P40469,0.518217,0.649832
P38701,0.529552,0.296142
Q12375,0.238935,0.351522
P38994,0.352703,0.715305
Q04934,0.524864,0.81633
P26370,0.323895,0.317433
P39104,0.465947,0.43288
P53968,0.547028,0.450375
P53632,0.32966,0.676282
P53943,0.416312,0.178421
P34217,0.471549,0.445525
P34909,0.499123,0.673306
P10659,0.538335,0.914875
P22803,0.44086,0.621674
P07255,0.288605,0.477201
Q06134,0.308827,0.235411
Q12459,0.24127,0.321682
P12383,0.396782,0.399207
P25579,0.272076,0.290021
P18412,0.0464372,0.600934
P38958,0.336262,0.134461
P0CX21,0.166499,0.265771
Q12485,0.228601,0.536849
Q06005,0.234566,0.324797
Q02197,0.520792,0.559671
Q03503,0.391845,0.360389
P32528,0.305702,0.427783
P12684,0.362486,0.38762
P31379,0.235932,0.444697
P38804,0.331805,0.348294
P53099,0.327847,0.136277
O14467,0.25861,0.699621
P38705,0.619799,0.690262
P38333,0.836722,0.860768
P00128,0.384424,0.560176
P53250,0.366105,0.368778
P31377,0.420665,0.473461
Q3E744,0.322303,0.170219
P53050,0.480468,0.391622
Q06682,0.320993,0.532273
P53312,0.288619,0.322957
P53598,0.254064,0.284684
P15367,0.217254,0.609626
P40890,0.297657,0.536038
P08521,0.0240812,0.369648
P50874,0.429446,0.656939
Q04182,0.435903,0.24758
P23833,0.284761,0.358672
P00410,0.600118,0.870449
Q04433,0.0342556,0.373377
P54781,0.443451,0.439265
P40422,0.183791,0.768285
P36102,0.229588,0.512683
P33339,0.238935,0.779776
P0CE93,-0.0370317,0.503422
Q12451,0.348176,0.490641
P25338,0.142519,0.216386
P36060,0.364871,0.545827
Q12089,0.167823,0.435933
Q03796,0.154083,0.256734
P53114,0.39328,0.591461
Q08225,0.432099,0.405163
Q99314,0.437384,0.233964
Q02805,0.602496,0.375904
Q08723,0.487092,1.01036
Q06090,0.131702,0.627477
Q07442,0.537217,0.541395
P42845,0.359806,0.248406
P20486,0.615826,0.817872
P53938,-0.0209916,0.468527
P47111,0.174306,0.398594
Q3E7Z9,0.0710014,0.284375
Q04213,0.201729,0.356324
Q07987,0.13534,0.161908
P53338,0.367017,0.286391
Q02933,-0.000641567,0.488581
P24871,0.331072,0.411846
P33419,0.333126,0.816307
P48836,0.465077,0.494674
P39111,0.357895,0.625417
P39972,0.33702,0.171381
Q3E754,0.237309,0.310098
P38253,0.0759865,0.347172
P43573,0.633707,0.72141
Q08387,0.468776,0.577547
P29704,0.374428,0.516168
P40857,0.382987,0.612806
P14906,0.620326,0.665389
P48567,0.117195,0.409585
P0CD98,0.0965059,0.450266
P53329,0.240889,0.306234
Q6Q546,0.418047,0.451086
P22543,0.412353,0.730096
P38250,0.438401,0.568474
P38902,0.492685,0.623139
P38821,0.527194,0.335251
P38215,0.0977876,0.446841
P25382,0.273036,0.556398
P23500,0.179236,0.693952
Q12256,0.27224,0.610374
P26798,0.350705,0.443184
P39081,0.52433,0.441511
P40897,0.264079,0.423658
P47041,0.507543,0.742445
P33417,0.489693,0.192793
P50095,0.610188,0.860723
Q12104,0.183793,0.225196
P52893,0.23906,0.332312
Q12150,0.203448,0.176766
P48238,0.17274,0.418145
P38301,0.464918,0.323142
P17555,0.795091,0.722746
P46367,0.437429,0.35875
P50089,0.277775,0.388736
P39967,0.24495,0.527548
P40989,0.379356,0.439254
P0C2J4,0.35524,0.259394
P53841,0.00911303,0.405226
P33323,0.270553,0.482015
P38177,0.240919,0.496493
P34228,0.294826,0.406707
P53040,0.631025,0.954009
P53629,0.425928,0.518041
Q3E732,0.399667,0.0407604
P36126,0.72667,0.631103
P47156,0.237712,0.34846
P47135,0.594537,1.09417
P53743,0.441057,0.413778
Q04210,0.0782585,0.288982
P50263,0.151774,0.392373
Q07878,0.255285,0.623128
P69771,0.33056,0.653519
P34161,0.258911,0.383212
P40487,0.376356,0.547736
P36064,0.30956,0.485381
P0CD99,0.253849,0.305004
P43574,0.21989,0.231948
P39923,0.34327,0.501558
P32801,0.274585,0.544532
Q3E785,0.267726,0.440444
P53745,0.0655562,0.431997
P25621,0.49456,0.642323
P53090,0.421192,0.391138
Q06510,0.105715,0.228566
P00427,0.301175,0.571049
P34234,0.368315,0.414265
P53906,0.0234782,0.496314
P13181,0.438342,0.128672
P50108,0.401089,0.488747
P38329,0.132595,0.268134
Q12078,0.170632,0.316092
P48526,0.36032,0.311377
P40023,0.10957,0.426425
Q12325,0.0621742,0.277196
P40522,0.108775,0.484002
P33420,0.759978,0.907467
Q01846,0.472475,0.474599
P32419,0.55419,0.493527
P08678,0.579208,0.666585
Q12382,0.415298,0.329135
Q3E739,0.218318,0.104464
P03875,0.12983,0.441724
P48231,0.217285,0.487129
P00729,0.215757,0.711106
Q3E810,0.337959,0.0802852
P28003,0.183794,0.397401
P39904,0.529988,0.272566
P38293,0.355094,0.626489
Q02647,0.124342,0.49451
P15625,0.362614,0.422959
P33401,0.378853,0.238778
P05150,0.14549,0.494098
Q12253,0.414687,0.194631
P43585,0.506253,0.416543
P48362,0.414791,0.361392
P53630,0.0226298,0.188678
Q03162,0.115696,0.470909
P27654,0.45303,0.273721
P15700,0.168028,0.273345
P31382,0.669042,0.538789
Q08548,0.386144,0.0880136
Q04869,0.563336,0.454843
P25045,0.416258,0.38626
P16387,0.371616,0.524702
Q3E731,0.376301,0.347982
P29056,0.317371,0.58762
P54000,0.401887,0.533958
Q00402,0.313867,0.92973
P12709,0.41766,0.728785
P14742,0.574943,0.765482
P38330,0.168697,0.302402
P40414,0.181618,0.49001
Q03529,0.494305,0.390584
P54003,0.563922,0.420122
P53622,0.377591,1.02758
P28006,0.312971,0.654304
P47011,0.210182,0.386009
P53154,0.238841,0.47365
P38041,0.720819,1.01405
P34239,0.138802,0.0776616
Q3E6R4,0.117794,0.298845
P38198,0.256352,0.500727
P32612,0.279768,0.0487783
P32386,0.515266,0.431891
P40856,0.784877,0.858667
P46963,0.409314,0.291548
P40314,0.293924,0.426809
P38922,0.322982,0.797497
P33441,0.309059,0.731923
P0CX20,0.442551,0.316391
P0CX99,0.430765,0.0998725
P53185,0.205753,0.357228
Q99252,0.324865,0.461259
Q03735,0.266925,0.431526
P38339,0.208317,0.583725
Q03780,0.468104,0.302488
P40074,0.309346,0.427094
Q04767,0.417709,0.578821
P53961,0.220903,0.16456
P53973,0.28389,0.576665
P53064,0.576556,0.473498
P21827,0.304525,0.526077
Q04728,0.30711,0.187499
P39103,0.395602,0.609148
P43590,0.310644,0.26043
P32908,0.406279,0.803724
Q08058,0.103876,0.183826
P40312,0.129436,0.607699
Q03180,0.137753,0.548353
Q12317,0.462023,0.505778
Q06494,0.35346,0.292135
Q92328,0.390032,0.47302
P35728,0.552527,0.555392
Q07821,0.243696,0.353719
P32464,0.433127,0.504998
Q05533,0.30775,0.274068
P0CD90,0.27998,0.357249
P53207,0.472106,0.590992
P32608,0.380682,0.548594
Q12032,0.223341,0.19264
P24867,0.28569,0.666611
Q12193,0.339312,0.142627
P53053,0.0501372,0.518985
P54838,0.386249,0.216244
P40010,0.729913,0.707656
P43596,0.480939,0.265995
Q02208,0.192748,0.415655
P36002,0.162617,0.471444
Q04675,0.621775,0.875204
Q08484,0.259788,0.381504
Q12010,0.10869,0.19891
Q06631,0.248724,0.640318
P43563,0.479676,0.509872
Q08206,0.148026,0.58123
P53894,0.552473,0.879115
P11927,0.153512,0.570245
P47022,0.185994,0.339733
Q99189,0.509954,0.429706
Q06010,0.25395,0.240619
O13559,0.29577,0.349906
Q07454,0.092269,0.445111
P11986,0.459691,0.367692
P0C0T4,0.184882,0.377447
P39938,0.465342,0.434816
P25569,0.419558,0.700792
P40004,0.295414,0.407743
P53071,0.136484,0.176914
P08431,0.407545,0.341906
P36016,0.596802,0.513506
P38282,0.380911,0.477489
P38796,0.17263,0.465595
P23594,0.450744,0.694951
P32907,0.515573,0.387531
P32461,0.24565,0.401576
Q08438,0.275176,0.358279
Q12471,0.236722,0.534527
P14905,0.223059,0.0854751
P18634,0.145104,0.316477
P53341,0.102573,0.383749
P38158,0.377798,0.478153
P38139,0.330238,0.170884
P39945,0.257327,0.176455
P0CX71,0.0746472,0.216676
Q05854,0.355462,0.39918
P38633,0.4401,0.709722
P33200,0.238815,0.449241
P32602,0.386616,0.616004
P32768,0.312248,0.21694
Q04398,0.0606341,0.194635
P27344,0.394679,0.379017
P40080,0.176258,0.375627
P28007,0.486577,0.652876
P25343,0.435836,0.796811
P47103,0.537736,0.446939
P38239,0.402754,0.185644
Q86ZR7,0.344745,0.205602
P38738,0.137688,0.715848
Q12507,0.436109,0.641624
P40577,0.458277,0.602827
Q06524,0.248219,0.59899
P37366,0.181426,0.640137
P38205,0.278612,0.711485
P38731,0.0543278,0.414312
P40561,0.219761,0.557489
P53900,0.126383,0.692734
Q04301,0.447819,0.37482
Q12042,0.285538,0.608442
P25653,0.272536,0.516444
P25379,0.122312,0.312447
P16862,0.489144,0.69606
Q12359,0.316633,0.518049
P36091,0.408412,0.272876
P05747,0.560557,0.356205
P52924,0.263473,0.274558
Q12191,0.402611,0.304694
Q12031,0.0952973,0.124354
Q12431,0.447392,0.497392
P39708,0.223516,0.549879
P40017,0.337323,0.427382
Q12177,0.300407,0.4537
O13525,0.236113,0.459872
P53048,0.345153,0.62831
Q03690,0.489695,0.904649
Q04935,0.349913,0.598437
P53867,0.230337,0.21052
P09733,0.485452,0.963448
Q12084,0.264624,0.481015
P06169,0.532532,0.522956
Q05029,0.335848,0.585803
Q00873,0.179528,0.218804
P38969,0.130767,0.457418
P0CE91,0.437788,0.0864998
Q03327,0.171166,0.763252
P41910,0.540574,0.391551
P32642,0.403749,0.848303
P25846,0.545577,0.301426
P53076,0.421511,0.547467
Q3E7Y4,0.35346,0.175111
Q12114,0.373008,0.69078
P25333,0.478036,0.721385
P40528,0.357893,0.400578
Q04033,0.31467,0.394385
P34165,0.29177,0.258644
Q12438,0.192376,0.519204
P53944,0.280787,0.522006
Q02891,0.388913,0.23307
P53137,0.316879,0.208642
P38727,0.343717,0.44394
Q07923,0.415389,0.627495
P25604,0.670589,0.740717
P38878,0.498341,0.675229
P32601,0.134402,0.299124
Q12048,0.00748682,0.482169
P41921,0.0998431,0.385774
P38088,0.489629,0.250826
Q07928,0.102879,0.422761
Q06835,0.178042,0.386345
P38231,0.116942,0.192471
P19955,0.508921,0.23884
P38308,0.334551,0.295766
P40483,0.302538,0.661583
P54074,0.0897283,0.27892
P38147,0.509199,0.705797
P26188,0.398222,0.635485
P38700,0.495058,0.279592
P53855,0.307831,0.521332
P13587,0.165856,0.228251
P46999,0.361003,0.365909
P49167,0.237969,0.618196
P53111,0.249084,0.556212
P40447,0.245594,0.311635
Q12370,0.134648,0.1725
P39702,0.120835,0.467002
Q00578,0.622953,0.575023
Q02939,0.381281,0.544727
P0CX42,0.426441,0.265129
P38321,0.438094,0.351203
P40549,0.251115,0.338073
P15202,0.562814,0.273038
P39516,0.502242,0.579608
P40366,0.531539,0.249868
P32591,0.630485,0.566129
Q00539,0.699504,0.700176
P47024,0.296597,0.518661
Q12205,0.423781,0.397122
Q06102,0.410184,0.419007
O13556,0.213258,0.29401
P43538,0.136047,0.20605
P0C074,0.485506,0.114476
Q12420,0.558956,0.751152
Q08231,0.20446,0.614936
Q06672,0.43888,0.436092
Q3E772,0.0668196,0.41371
Q04383,0.403823,0.696149
P0CX26,0.410503,0.376327
P25558,0.556032,0.525263
P33748,0.242122,0.513633
P38128,0.283748,0.349928
Q12224,0.250861,0.74702
Q06525,0.736705,1.29449
P50094,0.501227,0.802259
P38708,0.498947,0.290367
P37262,0.549139,0.406607
P38216,0.186661,0.374196
P34077,0.236831,0.710826
P53277,0.439585,0.586801
Q12309,0.676276,0.684094
Q12358,0.193184,0.197195
P36114,0.237593,0.50531
P53729,0.195332,0.423642
Q04430,0.347847,0.570461
Q06680,0.325703,0.517331
Q08747,-0.00241731,0.547467
P37370,0.566358,0.337563
P36026,-0.0592248,0.476818
P29703,0.39838,0.475758
P53723,0.159664,0.395114
P07283,0.257478,0.758456
P34232,0.558067,0.364904
Q05949,0.517728,0.286071
Q03305,0.149607,0.448186
P39076,0.367673,0.706699
Q06325,0.348569,0.244737
P29496,0.377306,0.642438
P89105,0.463253,0.547664
P39002,0.390747,0.244868
P40052,0.261134,0.405255
P0C2J3,0.172343,0.19112
Q04511,0.202329,0.626642
P53259,0.181996,0.688729
P38345,0.296954,0.322893
P38278,0.224521,0.350816
P50946,0.216981,0.456823
P53285,0.257354,0.224103
Q02457,0.481502,0.401081
P36075,0.412847,0.409704
P07249,0.406793,0.337636
P31385,0.223423,0.505647
P38191,0.301691,0.436906
P25628,0.256111,0.648717
P20436,0.601988,0.708455
Q12491,0.034963,0.343133
P37302,0.217006,0.542285
P32330,0.0378466,0.536456
P49017,0.565962,0.314872
Q3E6R5,0.109677,0.332854
P13090,0.152795,0.447178
Q08743,0.312018,0.40992
P53258,0.238225,0.409141
P53898,0.481868,0.224486
P13365,0.374122,0.373893
P41939,0.348596,0.197131
P49334,0.552637,0.8005
P53212,0.0707769,0.505052
Q03306,0.461587,0.653087
Q07804,0.440448,0.511749
P49723,0.485798,0.591394
P21576,0.450455,0.753968
P0C2J0,0.296619,0.287675
P47086,0.419176,0.397445
Q05930,0.607631,0.68971
Q08001,0.341714,0.614723
P47027,0.518064,0.529684
P53604,0.52739,0.273078
Q02201,0.320872,0.468186
Q07879,0.458362,0.634936
Q07930,0.0876284,0.665042
P53833,0.27608,0.417614
P38786,0.441162,0.514887
Q04018,0.115161,0.514042
Q04401,0.123078,0.360256
Q12351,0.284563,0.117245
P0CF22,0.0839631,0.373035
Q03579,0.410976,0.311882
P38703,0.440811,0.654429
P39946,0.352991,0.872044
P47055,0.364344,0.149449
P40986,0.0809043,0.138184
Q12524,0.170962,0.37568
P46984,0.164836,0.553654
P53924,0.555636,0.524923
P34240,0.0992145,0.263348
Q03210,0.209692,0.27753
Q03868,0.34796,0.329008
P38202,0.439896,0.151542
P11154,0.448582,0.404537
Q3E826,0.503207,0.183991
Q08003,0.33706,0.390012
P53309,0.561676,0.608505
P53863,0.277708,0.556491
P40022,0.448233,0.217869
P36159,0.45616,0.448884
Q06236,0.394371,0.409167
Q08749,0.636659,0.543115
Q03629,0.17207,0.546901
P25555,0.422971,0.766355
Q12300,0.27961,0.341131
P40476,0.13193,0.342642
Q12260,0.074075,0.316713
Q05787,0.389498,0.491223
P32356,0.22478,0.635862
P45818,0.323333,0.282102
Q3E747,0.00641988,0.444025
P33775,0.718968,0.591323
P43604,0.21043,0.416517
Q03446,0.245322,0.129583
Q08961,0.136236,0.382656
Q06411,0.616567,0.694923
Q06148,0.518213,0.369433
Q3E806,0.120048,0.332028
P37293,0.207128,0.268433
P06779,0.452847,0.49723
P38767,0.238257,0.0947766
P48570,0.233836,0.555854
P47084,0.267025,0.278432
P53853,0.165089,0.633226
P38291,0.489829,0.682138
P43587,0.306057,0.359265
P53157,0.532022,0.357294
P38912,0.495172,0.417286
Q12113,0.192366,0.054059
P40030,0.485527,0.371565
P40362,0.524864,0.628209
Q06563,0.302271,0.620122
P38903,0.588574,0.548098
P39971,0.206967,0.344516
P38208,0.34897,0.618656
P38204,0.269798,0.543852
Q12497,0.387163,0.283195
Q08219,0.237507,0.131704
Q07988,0.370985,0.194767
P18963,0.269265,0.416855
P53860,0.10809,0.610277
Q07684,0.209202,0.570846
P34233,0.473141,0.605456
P32488,0.119206,0.416314
Q12338,0.33259,0.530259
P40434,0.095148,0.260389
Q06132,0.247069,0.592439
Q05567,0.42017,0.208538
Q04305,0.474772,0.617498
P39564,0.410386,0.193747
P25366,0.139712,0.583143
P38792,0.449588,0.736169
P39937,0.362408,0.357232
Q12445,0.333821,0.757429
P22943,0.385957,0.384915
P53057,0.290849,0.483977
P32607,0.215184,0.410056
P17121,0.465026,0.163422
P36165,0.182272,0.315945
P38805,0.27506,0.893468
P53883,0.402415,0.69256
P23369,0.329185,0.573506
P25346,0.05746,0.389394
Q08045,0.304299,0.261741
Q12439,0.233791,0.422584
Q04067,0.60807,0.568701
P36048,0.685757,0.675482
Q06819,0.352281,0.762615
P32490,0.717794,0.774901
P46973,0.31186,0.414946
Q03722,0.291403,0.330922
P40484,0.537505,0.774532
P50087,0.386032,0.581009
P40154,0.590486,0.472151
P53972,0.465829,0.48945
Q08773,0.581749,0.383165
P43539,0.0131747,0.376443
Q05648,0.166174,0.198811
P52917,0.543731,0.746746
P40094,0.503524,0.793714
P25654,0.463306,0.199588
P38182,0.549213,0.463083
P43570,0.286705,0.435228
P38790,0.278162,0.290637
Q08991,0.0795451,0.430445
P53177,0.303756,0.509215
P47102,0.393013,0.579498
P39993,0.407429,0.498382
P40446,0.138154,0.268722
P13185,0.534388,0.762245
P17423,0.188812,0.54254
P31688,0.118285,0.694983
P06700,0.473637,0.831757
P0CF20,0.302273,0.406352
P53192,0.389471,0.514279
Q04215,0.139878,0.306738
P36173,0.385737,0.376931
P53940,0.31088,0.525859
Q04226,0.316133,0.58175
P32774,0.581238,0.351069
P38149,0.34601,0.632801
Q12136,0.274773,0.521594
P48439,0.363729,0.602825
P53334,0.190009,0.617044
P39728,0.357844,0.33234
P53223,0.295668,0.397504
