gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127,dim128
O94258,-0.0159555,0.00168631,-0.0104666,-0.00207863,-0.0096272,-0.00836663,-0.0366832,0.0108341,0.00637257,-0.0194383,-0.00360577,-0.00916524,-0.0456116,0.0162693,-0.000221237,0.0192253,0.0484884,-0.0273864,0.064969,0.014945,0.0121038,0.0308353,0.00955303,-0.00275179,-0.00908196,-0.0134626,0.0467851,0.0220286,0.0114048,0.0213506,0.0493048,-0.00973107,0.0247685,0.00715172,0.0323378,0.0421061,-0.0325806,-0.0228795,0.0206662,-0.0684915,-0.0230499,0.0612109,0.00341151,-0.00894911,0.029763,0.00516438,0.0223896,0.00996508,-0.0179575,-0.0293802,-0.026144,-0.067102,0.0147702,-0.032221,0.00212483,-0.016971,-0.00188736,-0.00328668,-0.0178904,-0.0247842,-0.0262132,-0.0141123,0.0382033,0.03355,-0.00735225,0.0293781,0.0400935,0.073528,0.00489264,-0.0283555,0.0386414,0.0628653,-0.0288111,0.0602167,-0.00219854,0.0285884,-0.00793458,0.0291755,0.00751473,0.0211642,-0.00835624,-0.020743,0.0189392,0.0444294,0.0906312,0.0115043,-0.0379765,-0.00790013,0.0339611,0.0207399,-0.00796257,-0.0345,0.0103958,-0.0357593,0.0291739,0.029443,0.0297844,0.035904,-0.0334998,-0.0793821,-0.0422506,-0.00945353,0.00415498,0.00336604,0.028421,0.0177896,-0.00139711,-0.0128335,-0.0585409,0.0195134,-0.0458296,0.00379106,0.00565516,-0.010119,0.00881477,-0.0297865,-0.0576875,0.0648498,0.0332208,-0.0449678,-0.0127143,0.0359558,-0.047562,0.047809,-0.000858884,-0.00453756,-0.00612932,-0.0153177
P87058,-0.0225645,-0.00224473,-0.0193652,-0.00654094,-0.012649,-0.0182549,-0.0535198,0.011271,0.000920209,-0.0281214,-0.00347895,-0.0126781,-0.0655384,0.0162908,-0.00806037,0.0299131,0.0735417,-0.0458195,0.0945005,0.0255184,0.015341,0.0498849,0.00979479,-0.00863117,-0.0154262,-0.0266847,0.0723839,0.0394883,0.0080942,0.0314486,0.0713164,-0.011651,0.0349262,0.0122251,0.0550635,0.0623348,-0.0505856,-0.0369237,0.0322897,-0.0939161,-0.0327552,0.0950986,0.00907389,-0.0102739,0.0510071,0.00615825,0.0292031,0.0105608,-0.0286637,-0.0463514,-0.0389126,-0.0995008,0.0163049,-0.0439999,0.00149191,-0.0250883,-0.000336713,-0.00622467,-0.0338662,-0.0425514,-0.0302678,-0.0218882,0.0504095,0.0535696,-0.0174196,0.0439897,0.0572469,0.105564,0.0115853,-0.0404734,0.0576037,0.0946811,-0.0463138,0.0923312,-0.00101903,0.0465594,-0.0125911,0.0414756,0.0147557,0.0312984,-0.0087357,-0.0283855,0.0213759,0.0646736,0.132625,0.0168753,-0.0564914,-0.0173015,0.0494259,0.0321515,-0.00726991,-0.0518448,0.0133267,-0.0547364,0.0432608,0.0472177,0.0465109,0.0502509,-0.048579,-0.112542,-0.0566851,-0.0172723,-0.00236031,0.00114693,0.0426248,0.0245678,-0.0074256,-0.0210881,-0.0828626,0.0304842,-0.0626704,0.00665509,0.0032749,-0.0181159,0.0159997,-0.04919,-0.0752966,0.0951929,0.04307,-0.0626325,-0.0210803,0.055499,-0.0641722,0.0686957,-0.00921446,-0.00264293,-0.00612259,-0.0265533
Q9HDV6,-0.00924281,-0.00212888,-0.00703564,-0.00322417,-0.00586605,-0.00860856,-0.0131165,0.00222528,0.00145999,-0.0121281,0.00031571,-0.00225976,-0.0236336,0.00222429,-0.00457553,0.00577997,0.0227772,-0.0169811,0.0279675,0.00397545,0.00603848,0.0160308,0.0024736,0.0010775,-0.00734538,-0.00986995,0.0206147,0.0139226,0.00184352,0.00915421,0.0221184,-0.00622102,0.0132464,0.00267701,0.0164514,0.0196637,-0.013662,-0.0154694,0.0130144,-0.0323718,-0.0130085,0.0274459,0.00425056,-0.00324895,0.0126624,-0.000417787,0.00884643,0.00548609,-0.0132526,-0.0187667,-0.0118929,-0.0349511,0.00142542,-0.0126728,-0.00225344,-0.0102143,0.00243965,-0.00398071,-0.00702197,-0.0113369,-0.014816,-0.00682639,0.0182763,0.0172029,-0.00830921,0.0141467,0.0199471,0.0323285,0.000917135,-0.0142286,0.0180484,0.0284283,-0.0154956,0.0266745,-0.00388049,0.0114579,-0.00450901,0.0171536,0.00772913,0.00878946,-0.003204,-0.00997915,0.00748852,0.0204104,0.046626,0.00541118,-0.0156855,-0.00890221,0.017254,0.0097239,-0.00596576,-0.017776,0.00634793,-0.0159117,0.0165044,0.0180183,0.0157012,0.0172151,-0.0163267,-0.0369909,-0.0154371,-0.0049136,-0.00309108,-0.00257213,0.0184049,0.00721614,-0.00286632,-0.00745812,-0.0282905,0.0115125,-0.0187578,0.00607342,0.00514309,-0.00506107,0.0054528,-0.0126266,-0.0251116,0.0323839,0.0134581,-0.0229595,-0.00717398,0.0198386,-0.0201374,0.0271604,-0.00162463,-0.00351484,-0.00149013,-0.00639186
P07527,-0.0385979,0.00102197,-0.0340637,-0.0103948,-0.0225083,-0.0354415,-0.0865448,0.0229129,0.00986584,-0.0558161,-0.000583431,-0.0210555,-0.108459,0.0337427,-0.00643066,0.0476426,0.133985,-0.080594,0.160721,0.0395572,0.0298303,0.0899722,0.0204009,-0.0184301,-0.0235617,-0.0435792,0.1239,0.0634939,0.022829,0.0550046,0.124389,-0.0308727,0.0650853,0.0218571,0.0949756,0.108003,-0.0840462,-0.0617827,0.0608532,-0.174327,-0.0604781,0.167879,0.0111883,-0.0164781,0.0859837,0.0124465,0.0566985,0.0219434,-0.0529761,-0.0885101,-0.0698999,-0.174136,0.0318496,-0.0864895,-0.00376166,-0.0387756,-0.00134129,-0.00871602,-0.054024,-0.0742109,-0.0589008,-0.0382038,0.0949447,0.0931267,-0.027619,0.0803874,0.0978828,0.184207,0.0129697,-0.0799074,0.113002,0.166173,-0.0731095,0.162566,-0.00122762,0.0736879,-0.0127911,0.0685972,0.0254705,0.0597587,-0.0136184,-0.0472708,0.044291,0.10852,0.236913,0.0274184,-0.105689,-0.0283971,0.0906381,0.0521345,-0.0228105,-0.0933225,0.018023,-0.0934564,0.0727837,0.0803528,0.0746757,0.096285,-0.0890032,-0.195056,-0.0987814,-0.0274015,-0.00217971,0.00224979,0.0798147,0.0418455,-0.0107663,-0.042595,-0.154323,0.0462177,-0.116568,0.00933852,0.00370157,-0.0252936,0.0298718,-0.0926654,-0.141967,0.17171,0.0756825,-0.113015,-0.0361749,0.0930003,-0.118082,0.124306,-0.0113017,-0.00373322,-0.00718249,-0.0452779
O94308,-0.00561661,-0.000390813,-0.00645577,0.00148705,-0.00815967,-0.00841379,-0.0189763,0.00697571,-0.00181766,-0.0121076,0.00226274,-0.00696527,-0.0277214,0.0111015,-0.00508227,0.0100978,0.0317076,-0.0163122,0.0411968,0.0129873,0.00971775,0.0212362,0.00780724,-0.00109454,-0.00275559,-0.0142696,0.027401,0.0132925,0.00257013,0.0153369,0.0277216,-0.00315105,0.0151398,0.00302089,0.0220662,0.0235922,-0.0175762,-0.0173898,0.0148962,-0.0434084,-0.0177166,0.0385298,0.000575974,-0.00387057,0.0188158,0.00163576,0.0161373,0.00493343,-0.0113239,-0.0179829,-0.0173538,-0.0451773,0.00741734,-0.0214493,-0.000325239,-0.0140069,-0.00349264,-0.00451954,-0.0122414,-0.0202013,-0.0172079,-0.0104793,0.023342,0.0212303,-0.00636135,0.0174618,0.0251892,0.043624,0.0050368,-0.0181479,0.0315372,0.0406952,-0.0182065,0.0396362,0.00291342,0.0223661,-0.00515219,0.018752,0.00628172,0.0173306,-0.007087,-0.010548,0.0144301,0.0276283,0.0623573,0.0052286,-0.0258134,-0.00475329,0.0233625,0.010774,-0.00875485,-0.0252997,0.00396484,-0.0205193,0.0203829,0.0158702,0.0183173,0.0231935,-0.0179456,-0.0494276,-0.0240483,-0.00230875,-0.00212738,0.00176892,0.0180804,0.00926587,-0.00298902,-0.00907128,-0.0391772,0.00854523,-0.0242396,0.00696371,0.00306852,-0.00629215,0.00670545,-0.0228815,-0.0325724,0.0441565,0.0186819,-0.0264248,-0.012132,0.02395,-0.0264242,0.0316996,-0.00156118,-0.00101993,-0.00131671,-0.00807328
Q9USQ4,-0.0155453,-0.00533723,-0.0179216,-0.00113174,-0.00987044,-0.0145605,-0.0465233,0.0130255,0.00609096,-0.024938,0.00208521,-0.0122535,-0.0580905,0.014748,-0.00388168,0.0264204,0.0682168,-0.0409202,0.0859132,0.0194062,0.0176014,0.0429911,0.0114368,-0.00890761,-0.014042,-0.02251,0.0584337,0.0317548,0.00832324,0.0239313,0.0649935,-0.0095248,0.0292685,0.0103973,0.0511516,0.051807,-0.0391017,-0.030419,0.035171,-0.088763,-0.0259295,0.0869767,0.00330485,-0.00961729,0.0456803,0.00832463,0.023917,0.00970408,-0.0290579,-0.0408766,-0.0324566,-0.0824292,0.0121907,-0.0460228,-0.00481592,-0.0177557,-0.00516233,-0.00336191,-0.0274172,-0.036498,-0.0307079,-0.0182087,0.048034,0.0501763,-0.0148887,0.0401599,0.0497647,0.0927591,0.00634407,-0.0394436,0.0546017,0.0830766,-0.0388775,0.0810192,0.00227998,0.0435941,-0.00758101,0.0351974,0.0161638,0.0317958,-0.00954267,-0.0297189,0.0222006,0.0584995,0.118094,0.0161175,-0.0551252,-0.0134187,0.0480817,0.0292443,-0.0138587,-0.0490198,0.0096371,-0.0435919,0.0369703,0.0364969,0.0357887,0.0479274,-0.0392036,-0.102843,-0.0526043,-0.0147653,-0.00263941,0.00381823,0.0371424,0.0214104,-0.011472,-0.0181061,-0.0727057,0.021826,-0.0549742,0.00418799,0.00596856,-0.0116651,0.0159792,-0.0422194,-0.0725142,0.0853625,0.0395264,-0.0590409,-0.0163941,0.0480937,-0.0642628,0.0622192,-0.0053165,-0.00267843,-0.000722645,-0.0244663
O74515,-0.0607306,-0.00466763,-0.0475723,-0.0132223,-0.0296968,-0.0559007,-0.155079,0.0410926,0.0158971,-0.0969648,-0.00400412,-0.0300177,-0.189978,0.0511513,-0.0121458,0.0855357,0.221329,-0.137807,0.27712,0.0607302,0.0468748,0.149527,0.0343142,-0.0203496,-0.0378325,-0.0666134,0.205082,0.117566,0.0374579,0.0794839,0.207555,-0.0403138,0.107887,0.0310322,0.156092,0.176348,-0.140833,-0.11192,0.103226,-0.283914,-0.0962735,0.279086,0.0181379,-0.0175728,0.141748,0.018508,0.0875724,0.032206,-0.0824407,-0.14193,-0.110609,-0.288955,0.0507674,-0.145984,-0.00461793,-0.069224,-0.00906546,-0.0097811,-0.0934254,-0.116288,-0.103022,-0.0670338,0.159717,0.15814,-0.045361,0.138813,0.168835,0.307952,0.0243259,-0.130079,0.184407,0.272399,-0.133054,0.269934,-0.0082872,0.126328,-0.0299201,0.120574,0.0469203,0.101102,-0.0231725,-0.0826197,0.0701942,0.18472,0.392687,0.0364715,-0.172052,-0.0528798,0.15393,0.0883851,-0.0287634,-0.152128,0.0282812,-0.148778,0.121792,0.128454,0.128021,0.157835,-0.145406,-0.331799,-0.171425,-0.04119,0.00219002,0.0107416,0.133202,0.0696925,-0.0285365,-0.0696401,-0.252274,0.0824976,-0.18385,0.0187502,0.00709732,-0.049189,0.050607,-0.149911,-0.237482,0.284377,0.126545,-0.197552,-0.0663134,0.159816,-0.195186,0.206702,-0.023526,-0.00488375,-0.0129733,-0.0756144
P40234,-0.00927261,-0.0048233,-0.000890352,-0.00319574,-0.004706,-0.00772894,-0.0101083,0.00555881,0.00440087,-0.0104428,0.0025302,0.000384684,-0.0127494,0.007671,-0.001542,0.00428923,0.0188437,-0.00815457,0.0234708,0.00485288,0.00299414,0.0162795,0.00597446,-0.000764811,-0.00531859,-0.00438231,0.0166563,0.0075588,0.00240443,0.00644001,0.0158882,-0.0010055,0.00976296,0.00580496,0.0110775,0.015997,-0.014996,-0.0068003,0.00582696,-0.0273685,-0.00664799,0.026213,-0.00206803,-0.00405486,0.0124011,0.000853455,0.00360984,0.00414552,-0.00867292,-0.00977741,-0.00685312,-0.0219573,0.00162931,-0.00876129,0.00128896,-0.0031591,0.000416158,-0.00165041,-0.00800135,-0.00743152,-0.00829566,-0.00908167,0.0125054,0.0113694,-0.00731248,0.0155873,0.0141125,0.0220982,0.00576456,-0.0143332,0.0123547,0.0243685,-0.0105265,0.0219597,-0.00319363,0.0134061,-0.00475072,0.00809127,0.00489943,0.00876421,-0.00103142,-0.005316,0.00930938,0.0152215,0.0320151,0.00546946,-0.01797,-0.00123538,0.0157901,0.00744585,-0.00312571,-0.0150899,-0.00145552,-0.0101313,0.00874348,0.0128481,0.013519,0.0131044,-0.0096367,-0.0248954,-0.0149366,-0.00459931,0.0034095,-0.000475013,0.0121563,0.00167326,-0.00271398,-0.0031386,-0.023312,0.0102027,-0.0171081,0.00293076,0.000324662,-0.00721125,0.00237386,-0.0115181,-0.0176662,0.0268436,0.0103139,-0.0160198,-0.00873394,0.0114079,-0.0197355,0.0185359,-0.00445785,0.00222074,0.00366742,-0.00259106
Q50HP4,-0.00956228,0.00124408,-0.00910985,-0.00337497,-0.00872985,-0.0103914,-0.0327828,0.00819774,0.0027339,-0.0209491,0.00207939,-0.00743323,-0.0365016,0.0116344,-0.00624268,0.0149413,0.0451603,-0.0275345,0.0538869,0.0122084,0.0112226,0.0304698,0.00677658,-0.00160391,-0.00773733,-0.0177052,0.0425666,0.0198209,0.00568703,0.01511,0.0413935,-0.00467881,0.0251246,0.0044421,0.0276109,0.0311539,-0.0305239,-0.0218337,0.0201824,-0.053248,-0.0174745,0.0504122,0.00695028,-0.00549675,0.0278217,0.00534238,0.0182289,0.00941352,-0.0145097,-0.0317404,-0.0247965,-0.0528167,0.0115018,-0.0315122,0.000887433,-0.0151083,0.00119362,-0.000474851,-0.0205195,-0.0193768,-0.0183291,-0.0110711,0.0318441,0.0310014,-0.0087251,0.0244556,0.0359886,0.0617958,0.00386201,-0.0288495,0.0370427,0.0535638,-0.0226704,0.0546068,-0.00497146,0.0285,-0.00257634,0.0220014,0.00900108,0.0238921,-0.00595555,-0.0199168,0.0123087,0.0386303,0.0750953,0.00528113,-0.0304054,-0.0113411,0.0297071,0.017755,-0.00430925,-0.0294684,0.00517869,-0.0262591,0.0240598,0.0269044,0.0257559,0.0350425,-0.0241912,-0.063796,-0.0339239,-0.00792486,0.000354112,0.00177857,0.0265058,0.0160869,-0.00734597,-0.0126393,-0.0474775,0.0186688,-0.0378367,0.00202648,0.00142737,-0.0120375,0.00833434,-0.0260541,-0.046218,0.0512561,0.0230238,-0.0353957,-0.00810103,0.0270116,-0.0383572,0.0434804,-0.00342719,-0.00232831,-0.000313168,-0.014041
O43013,-0.0412863,-0.00254381,-0.036491,-0.0138159,-0.0205471,-0.0378795,-0.104787,0.0272989,0.0118187,-0.0655206,0.00246643,-0.0209818,-0.132482,0.0408148,-0.012566,0.0552659,0.149609,-0.0933858,0.187771,0.0490751,0.0316103,0.102763,0.0216782,-0.0187673,-0.0278176,-0.0507119,0.137095,0.075317,0.0250366,0.0630289,0.142626,-0.0287543,0.073465,0.0205621,0.105533,0.122554,-0.0981992,-0.0715202,0.0737542,-0.200766,-0.066362,0.187873,0.0118422,-0.0151595,0.102443,0.0176267,0.0650888,0.0213463,-0.0602094,-0.0990175,-0.0796654,-0.194346,0.0284529,-0.0981701,-0.00659218,-0.0482758,-0.00908541,-0.00894134,-0.0666218,-0.0811172,-0.0731534,-0.0468637,0.106939,0.105723,-0.0288127,0.0908463,0.11446,0.215339,0.0184535,-0.0889159,0.125175,0.18649,-0.0872391,0.186632,-0.00287745,0.0909977,-0.014973,0.0817446,0.0290264,0.0710629,-0.0199231,-0.0619347,0.053176,0.130051,0.271228,0.0309464,-0.11745,-0.0355344,0.109124,0.0578335,-0.0214919,-0.109961,0.0216857,-0.107107,0.0898197,0.0928961,0.090004,0.113223,-0.100768,-0.231881,-0.12209,-0.0248991,0.00284257,0.00992568,0.0889169,0.0481479,-0.0161303,-0.0440106,-0.175915,0.0536773,-0.127142,0.0138341,0.0115197,-0.0348912,0.0328438,-0.098819,-0.160221,0.195274,0.0922598,-0.13488,-0.042349,0.108649,-0.135444,0.14944,-0.017365,0.000586222,-0.00404915,-0.0508121
O94483,-0.00947316,0.000507353,-0.0104323,-0.00123304,-0.00133328,-0.00764754,-0.017636,0.0043213,0.00212864,-0.0144616,-0.00103828,-0.00180087,-0.0218376,0.00584932,0.000163744,0.00733567,0.0281663,-0.0182295,0.0369031,0.0106446,0.00908832,0.0158435,0.00288484,-0.00188823,-0.00157052,-0.0116279,0.0278184,0.0107713,0.00243955,0.0145335,0.0282914,-0.00656639,0.016718,0.00420153,0.0187103,0.0204235,-0.0180898,-0.0169472,0.0146773,-0.0406392,-0.0139184,0.0324415,0.00555148,-0.00320185,0.016155,0.00156824,0.0114184,0.00110379,-0.0091289,-0.019434,-0.0145518,-0.0392295,0.00351853,-0.0152624,-0.0038331,-0.0117125,-0.00136516,0.000744307,-0.0153895,-0.0142917,-0.00968855,-0.00625897,0.0218613,0.0164982,-0.00190797,0.0194323,0.0180535,0.0380849,0.00370397,-0.0190887,0.0277566,0.037369,-0.0135348,0.034246,0.000978813,0.0206096,0.000462232,0.0150131,0.00243117,0.0110305,-0.00191439,-0.0123257,0.00968483,0.0220873,0.0460452,0.00723446,-0.0186487,-0.00961136,0.0216982,0.0101129,-0.00724041,-0.0197724,0.00402661,-0.0190786,0.0137241,0.0205027,0.0165213,0.0213768,-0.0175104,-0.0453701,-0.0243899,-0.00874016,0.000633227,-0.00282131,0.0195105,0.0121683,-0.00038063,-0.0112868,-0.0321341,0.013492,-0.0273739,0.0036459,0.0055399,-0.0023252,0.00368985,-0.0172868,-0.02705,0.034306,0.0155294,-0.0261089,-0.0043035,0.0161546,-0.0239327,0.0308568,-0.00302463,0.00171225,0.00191558,-0.0116814
O74939,-0.0114037,-0.00208432,-0.00579899,-0.00343602,-0.00458902,-0.00543444,-0.0206482,0.00691324,0.00311538,-0.0151571,-0.00367616,-0.00504704,-0.0248077,0.00718944,-0.00354079,0.013304,0.0336082,-0.0208932,0.0348126,0.00983189,0.0038408,0.0248421,0.00128116,-0.00287855,-0.0068946,-0.00651089,0.0305506,0.0128278,0.00442215,0.0115401,0.0253029,-0.00974296,0.0114921,0.00202184,0.0247238,0.0244685,-0.0183256,-0.0174418,0.0122093,-0.0402805,-0.0125413,0.0407366,0.00221684,0.000273929,0.0176959,0.00128472,0.00882493,0.00614992,-0.0128625,-0.0169461,-0.0155469,-0.0390899,0.00584448,-0.0159844,0.00195191,-0.0106466,-0.00571571,0.00173087,-0.0113093,-0.019041,-0.0123128,-0.0123689,0.0250019,0.0185773,-0.00925364,0.0157477,0.0247023,0.0420387,0.00387639,-0.0147492,0.0226406,0.0384769,-0.0207922,0.0380577,0.00243897,0.0149379,-0.00238109,0.0152393,0.0100304,0.0173098,-0.00121233,-0.014847,0.00788611,0.0250409,0.0521206,0.0082274,-0.026526,-0.00385836,0.019155,0.0114835,-0.00513025,-0.0215403,0.0069917,-0.0238233,0.0201262,0.0173381,0.0195875,0.0258203,-0.0236915,-0.0466006,-0.0224058,-0.00283558,0.00176872,0.00468351,0.0185553,0.00954646,-0.00125713,-0.0120482,-0.0347677,0.0131525,-0.0236508,0.00541658,0.00449624,-0.0101103,0.00983976,-0.017167,-0.0360372,0.0387169,0.0174005,-0.0275624,-0.0111536,0.0235215,-0.0256347,0.027323,-0.00406426,-0.00068339,-0.00209717,-0.0116649
Q09811,-0.0509999,-0.00399026,-0.0413106,-0.0166809,-0.0233455,-0.0490248,-0.132747,0.0338632,0.0105804,-0.0843487,-0.00236859,-0.0279134,-0.15585,0.0501904,-0.0172439,0.0762929,0.192269,-0.119134,0.23705,0.0580519,0.0436518,0.12862,0.0330445,-0.0205101,-0.0327722,-0.0579568,0.177224,0.097089,0.0276219,0.0772637,0.177819,-0.0421096,0.0966713,0.0298348,0.131285,0.150419,-0.120538,-0.0959859,0.0897158,-0.247762,-0.0788697,0.234902,0.019145,-0.0173245,0.125921,0.0209544,0.0794461,0.0312504,-0.0756523,-0.124938,-0.101846,-0.249771,0.0424145,-0.12202,-0.00799223,-0.0581129,-0.00799678,-0.0102085,-0.0823729,-0.105895,-0.0903268,-0.056163,0.140579,0.134626,-0.0380322,0.117843,0.141786,0.264074,0.0209604,-0.112189,0.162253,0.2357,-0.11287,0.226682,-0.00862455,0.112706,-0.027608,0.0999384,0.0375189,0.0907769,-0.0215788,-0.072496,0.0606099,0.157206,0.340553,0.031742,-0.143594,-0.0371562,0.130247,0.0740948,-0.0249164,-0.135677,0.0287974,-0.132419,0.104431,0.112895,0.114841,0.138789,-0.126725,-0.288444,-0.150049,-0.0327657,0.000735405,0.00349079,0.115334,0.0606766,-0.0171141,-0.063604,-0.217013,0.0718194,-0.164915,0.0153312,0.0127581,-0.0357803,0.0399818,-0.122725,-0.208494,0.245185,0.114465,-0.163825,-0.0544991,0.137596,-0.176069,0.18494,-0.0155821,-0.00676818,-0.0111467,-0.0627749
O13688,-0.0167092,-0.000881485,-0.0149884,-0.000166137,-0.00687669,-0.0164136,-0.0386232,0.0087099,7.59988e-05,-0.0259205,-0.00282662,-0.00554901,-0.0500556,0.0122495,-0.00527397,0.0234328,0.058071,-0.0331256,0.0677396,0.0170488,0.0105128,0.0412908,0.0129375,-0.0051255,-0.00729051,-0.0197336,0.0501595,0.0269774,0.00709774,0.02447,0.051917,-0.0118474,0.023976,0.0117551,0.0377532,0.0448303,-0.0351991,-0.030242,0.0290148,-0.0741419,-0.0249023,0.0673854,0.00796964,-0.00369054,0.0362877,0.00548146,0.02567,0.0086278,-0.0222485,-0.0369362,-0.0304835,-0.0705222,0.0147072,-0.0372679,0.000743245,-0.0199339,-0.00290549,-0.00248532,-0.0281824,-0.0320847,-0.0249473,-0.0155724,0.0441563,0.036924,-0.0109789,0.0336927,0.0457753,0.080256,0.00820719,-0.0302408,0.0453063,0.0732199,-0.0330468,0.0655702,0.00175094,0.0357109,-0.010777,0.0291084,0.00997266,0.0280432,-0.00792592,-0.0231295,0.0165245,0.0485644,0.0998678,0.0079342,-0.0441697,-0.0137931,0.0394079,0.0214828,-0.00447107,-0.0410022,0.00828598,-0.0357995,0.0311401,0.0344043,0.036178,0.0402529,-0.0331059,-0.0821554,-0.0440362,-0.011826,0.00227704,0.000794974,0.0325123,0.0203231,-0.00196059,-0.0208533,-0.0646394,0.0202722,-0.0487727,0.00449286,0.00685827,-0.00838617,0.0166805,-0.0384081,-0.0616125,0.07437,0.0313701,-0.0529079,-0.0170863,0.0373929,-0.0506207,0.0537806,-0.0079976,-0.00463207,-0.00613002,-0.0222043
P23636,-0.0226469,-0.00509889,-0.0199964,-0.0012441,-0.00880941,-0.0172799,-0.0483877,0.0109221,0.0081592,-0.034671,-0.00318802,-0.00990141,-0.0582041,0.0166782,-0.00322929,0.0277477,0.072277,-0.0445856,0.0923345,0.0246771,0.017118,0.0513818,0.0136502,-0.0119152,-0.00943501,-0.024534,0.0659155,0.0336251,0.0105014,0.030491,0.0727784,-0.0128548,0.036232,0.0088594,0.0542165,0.0613857,-0.0476063,-0.0366813,0.0333196,-0.0942712,-0.0313361,0.095627,0.00980101,-0.00763397,0.0480301,0.00293108,0.031558,0.0122545,-0.0315892,-0.0513655,-0.0351574,-0.0945504,0.0153865,-0.0512099,0.000178285,-0.0225671,-0.00354601,-0.0061526,-0.0276005,-0.0420863,-0.031613,-0.0201952,0.0554109,0.0538304,-0.0175806,0.0442378,0.0543121,0.100287,0.00670556,-0.0463737,0.0596709,0.0924736,-0.0448575,0.0900082,0.00180023,0.0433831,-0.00541804,0.0432037,0.01503,0.037585,-0.0121866,-0.031238,0.0253839,0.0643609,0.132227,0.0153791,-0.0602212,-0.0132975,0.0533848,0.0309955,-0.0078453,-0.0540118,0.0118763,-0.0538173,0.0398996,0.0457996,0.0423232,0.05036,-0.0480969,-0.112173,-0.0526246,-0.0164083,-0.00101052,0.00626386,0.0472414,0.0185218,-0.00994916,-0.0208413,-0.0851542,0.0235974,-0.0651772,0.002686,-0.000305118,-0.0130298,0.0134875,-0.0490829,-0.08078,0.0953288,0.0449652,-0.0674073,-0.0189596,0.0557857,-0.0643039,0.0700604,-0.00508231,-0.00263348,-0.00273214,-0.0235834
P36614,-0.0194578,-0.000742375,-0.0180111,-0.00459905,-0.0119653,-0.0124436,-0.0421164,0.00930415,0.000781733,-0.0287731,0.00276169,-0.00685321,-0.0562887,0.014191,-0.00310698,0.0257209,0.0677323,-0.0386199,0.0779574,0.0201961,0.0162844,0.0428481,0.00956196,-0.00876642,-0.0117971,-0.0191459,0.0614352,0.0330587,0.00912542,0.0286369,0.0644807,-0.0154213,0.0275918,0.0103898,0.0414823,0.048439,-0.0426842,-0.0294486,0.0285877,-0.0866684,-0.0233036,0.0805379,0.00749657,-0.00528044,0.043058,0.004481,0.0287418,0.00925274,-0.0242174,-0.0387714,-0.0332336,-0.0807143,0.0131184,-0.0416608,-0.000858238,-0.0154527,-0.00163611,-0.00081567,-0.0235294,-0.0323691,-0.0311804,-0.0182157,0.0486508,0.0452611,-0.013401,0.0382331,0.0500125,0.0925706,0.00881099,-0.0342149,0.0516447,0.0788321,-0.0345931,0.0751951,0.00160276,0.0339767,-0.00425329,0.0360663,0.0172646,0.0296608,-0.0102962,-0.0245138,0.023927,0.0561509,0.114859,0.0114274,-0.0474163,-0.01776,0.0423103,0.0236821,-0.00593136,-0.0469278,0.00990662,-0.0419308,0.0396252,0.0414981,0.0390997,0.0452801,-0.0444888,-0.0936667,-0.0461888,-0.0134388,-0.00152502,0.00511828,0.035944,0.0183372,-0.00787763,-0.02145,-0.0708966,0.020064,-0.0581739,0.00789454,0.00529822,-0.0121436,0.0180856,-0.0409988,-0.065513,0.0785294,0.0410985,-0.0547538,-0.0202717,0.0479977,-0.0602725,0.0575422,-0.00720251,-0.000839196,-0.00441494,-0.0208133
