gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
P17649,0.338039,0.0765182,0.160582,-0.0229659,0.0365088,0.155741,0.020942,-0.0941495,-0.0594495,0.0722906,-0.0652212,-0.0664572,0.0896469,0.136262,0.084805,0.102904,-0.0089136,0.0785124,-0.20244,0.0917844,-0.0943371,-0.152352,0.282812,-0.0446432
O13821,0.344915,0.0943527,0.163503,-0.0536276,0.0395762,0.164946,0.0456883,-0.124046,-0.063788,0.0799738,-0.0614369,-0.0467556,0.119574,0.1159,0.0543435,0.100207,-0.0225064,0.0778218,-0.19617,0.0854676,-0.122872,-0.134136,0.276779,-0.0363844
P40343,0.367512,0.109158,0.146746,-0.0591142,0.0659788,0.205781,0.0503723,-0.104624,-0.0498921,0.0845492,-0.0448127,-0.0516695,0.099244,0.120949,0.0668685,0.0849224,-0.042699,0.043104,-0.181362,0.0850528,-0.11618,-0.165337,0.276497,-0.0461246
Q92368,0.378236,0.104567,0.172454,-0.0419837,0.050058,0.209226,0.0523427,-0.13556,-0.0800616,0.105748,-0.0461168,-0.0746955,0.100329,0.13817,0.0627394,0.0927081,-0.0122535,0.0537239,-0.194483,0.102861,-0.107857,-0.16253,0.288163,-0.0383266
P53829,0.344769,0.0851059,0.153126,-0.0372568,0.0559155,0.16552,0.0213361,-0.10533,-0.0597381,0.0785113,-0.0710306,-0.0676214,0.12412,0.119454,0.0857411,0.117365,-0.0151427,0.0535804,-0.214197,0.0888872,-0.0989421,-0.163969,0.299504,-0.0339559
O94408,0.347123,0.100391,0.154847,-0.0583749,0.0309982,0.170596,0.0112067,-0.11809,-0.0524692,0.0969168,-0.059315,-0.0824422,0.109817,0.136933,0.0877474,0.0975304,-0.0158229,0.0421107,-0.16111,0.106846,-0.0904218,-0.156458,0.248947,-0.040993
P38203,0.346767,0.0912829,0.156504,-0.0541841,0.0619483,0.205822,0.0268947,-0.0964886,-0.0516386,0.0770965,-0.0555503,-0.0817805,0.110698,0.120346,0.0835106,0.112904,-0.00596075,0.0587521,-0.181679,0.0758841,-0.0955751,-0.149342,0.296203,-0.0205459
O14235,0.374709,0.095994,0.161121,-0.0377036,0.0624433,0.197258,0.0365795,-0.104908,-0.0471797,0.0737521,-0.0705241,-0.0742949,0.112006,0.138946,0.0897403,0.0904956,-0.0224123,0.0537148,-0.212379,0.0992434,-0.123858,-0.158503,0.292885,-0.0388629
Q06640,0.35108,0.108216,0.137455,-0.0501845,0.0584465,0.19548,0.0136919,-0.101629,-0.061379,0.0816427,-0.0391298,-0.064888,0.128539,0.134782,0.074691,0.117017,-0.00706894,0.0653255,-0.206661,0.106908,-0.0980805,-0.139102,0.303639,-0.0338316
P18253,0.375993,0.0746978,0.139997,-0.041191,0.0333173,0.197246,0.0420231,-0.121299,-0.0823742,0.0771922,-0.0599876,-0.0675212,0.12974,0.118299,0.0756134,0.106491,-0.0203019,0.0665517,-0.188543,0.0820899,-0.107505,-0.166588,0.28049,-0.0209256
P14832,0.380378,0.0818476,0.179433,-0.0299106,0.0572113,0.198956,0.0263827,-0.106515,-0.0725125,0.0868558,-0.0795898,-0.0656333,0.128586,0.144194,0.0573936,0.117368,-0.022315,0.0863431,-0.196167,0.0927456,-0.100356,-0.149506,0.295637,-0.0312901
O94520,0.358987,0.107599,0.127065,-0.0438419,0.0735468,0.201466,0.0231654,-0.109421,-0.0724556,0.108304,-0.0469423,-0.0775725,0.129874,0.140193,0.0771838,0.0970409,-0.00868924,0.0482899,-0.186847,0.0871816,-0.0965221,-0.149282,0.271209,-0.0311189
P53073,0.359831,0.107233,0.143963,-0.0444147,0.0727745,0.181088,0.0136454,-0.0904779,-0.0533392,0.108891,-0.0727449,-0.0581822,0.104086,0.118654,0.0587987,0.116551,-0.0387134,0.0517209,-0.192172,0.0913712,-0.109257,-0.169428,0.298838,-0.0555594
P53044,0.361968,0.0939392,0.181158,-0.0337631,0.0744947,0.203113,0.0532288,-0.108871,-0.0666031,0.103267,-0.0758765,-0.0832598,0.124106,0.123954,0.0847574,0.0875072,-0.0308073,0.0589418,-0.205725,0.0813818,-0.0951241,-0.150292,0.309573,-0.0282135
O42915,0.38192,0.0809302,0.168623,-0.0406104,0.0494688,0.197205,0.050706,-0.113531,-0.0656317,0.101176,-0.0518044,-0.0609612,0.106222,0.136563,0.0556863,0.105126,-0.0203715,0.064201,-0.181847,0.0959996,-0.0912871,-0.141996,0.295817,-0.0487954
Q06554,0.391535,0.0825898,0.16104,-0.0574139,0.0591825,0.212512,0.0427562,-0.128855,-0.0831848,0.1062,-0.0448759,-0.0834383,0.113092,0.144678,0.0663138,0.0936546,-0.0414507,0.0654159,-0.235461,0.114622,-0.115567,-0.157576,0.312336,-0.0350605
Q9UTL9,0.360635,0.0805763,0.132989,-0.0256984,0.0351652,0.200073,0.0507529,-0.121982,-0.0619516,0.0963582,-0.0465145,-0.0673143,0.12541,0.111131,0.0777921,0.0906892,-0.0121177,0.0778905,-0.179974,0.0959578,-0.118937,-0.135699,0.259108,-0.049887
Q9UUH7,0.36859,0.103794,0.156518,-0.0482988,0.0684849,0.174781,0.0254271,-0.101075,-0.0720629,0.09827,-0.0451266,-0.0667112,0.105479,0.139542,0.0887878,0.113664,-0.0202425,0.0475725,-0.196894,0.102391,-0.122478,-0.143374,0.275489,-0.0482539
P48365,0.391513,0.0831179,0.171254,-0.0444609,0.0808156,0.195326,0.0397939,-0.110052,-0.0826277,0.0937204,-0.0512365,-0.0625348,0.13947,0.170058,0.0672245,0.11856,-0.0105365,0.0828082,-0.220263,0.115002,-0.111701,-0.168569,0.314925,-0.0210518
P39006,0.357997,0.0841961,0.129596,-0.0324928,0.0344062,0.183287,0.0253119,-0.10711,-0.0696503,0.0680318,-0.0580709,-0.0741701,0.114059,0.120408,0.0769774,0.099546,-0.041746,0.0597941,-0.198802,0.0770254,-0.103065,-0.161721,0.278617,-0.0407514
Q9UTB5,0.390886,0.102729,0.142817,-0.0409433,0.0487529,0.182263,0.0280188,-0.121308,-0.067574,0.100965,-0.043117,-0.0905866,0.122918,0.140328,0.0821158,0.102901,-0.0441131,0.0656622,-0.198271,0.105405,-0.114107,-0.162525,0.287814,-0.0334259
O74184,0.375465,0.0711495,0.172654,-0.030691,0.0501603,0.176489,0.035646,-0.114444,-0.0855266,0.0711061,-0.0731631,-0.0533722,0.125961,0.11082,0.0525401,0.0842673,-0.0361881,0.0716147,-0.21325,0.0790283,-0.0980278,-0.140123,0.296612,-0.0316484
P41318,0.362972,0.0981417,0.14202,-0.0295089,0.0372139,0.172945,0.0420369,-0.125852,-0.0495907,0.0655291,-0.0539775,-0.0429303,0.129359,0.139878,0.081156,0.0843282,-0.00434471,0.0625017,-0.168853,0.0851289,-0.122703,-0.15642,0.283574,-0.0524743
P87157,0.367374,0.101426,0.147228,-0.0576724,0.063172,0.176246,0.0149762,-0.108858,-0.0865653,0.0754085,-0.0766369,-0.0638098,0.108092,0.150619,0.0661969,0.0969693,-0.0259838,0.0705877,-0.219849,0.0754961,-0.100599,-0.152107,0.284169,-0.0561093
P38817,0.374369,0.0929226,0.161594,-0.0576926,0.062006,0.205448,0.0501466,-0.100764,-0.0630538,0.0826963,-0.0609407,-0.0893252,0.134986,0.138227,0.0566744,0.108233,-0.0234668,0.0620948,-0.212537,0.0912995,-0.1219,-0.143355,0.293107,-0.0225515
Q9USM4,0.364177,0.0908521,0.157181,-0.0335954,0.06539,0.182523,0.0350543,-0.0895868,-0.0555331,0.0744725,-0.0688596,-0.0752305,0.115546,0.139435,0.0534513,0.113106,-0.00273384,0.082186,-0.184785,0.0845614,-0.113021,-0.162829,0.286562,-0.0577709
Q07508,0.363872,0.0906647,0.147837,-0.0491861,0.060158,0.178038,0.0504331,-0.109416,-0.0595553,0.0973962,-0.0636671,-0.0571362,0.09726,0.142995,0.0619683,0.11923,-0.0154659,0.0462733,-0.208083,0.0770669,-0.101445,-0.164338,0.289383,-0.0515524
Q10227,0.334636,0.0963075,0.151327,-0.0214437,0.0503924,0.1851,0.0301202,-0.089454,-0.0718368,0.0841673,-0.0621441,-0.0748555,0.123621,0.102974,0.0672408,0.0979215,-0.0175794,0.0712685,-0.207174,0.105612,-0.101054,-0.152908,0.285688,-0.0250775
Q03193,0.366319,0.0771047,0.139504,-0.0331635,0.0542778,0.192808,0.0256589,-0.107951,-0.0448147,0.0738725,-0.0565705,-0.0873126,0.10897,0.134673,0.0598182,0.105463,-0.0369976,0.0430079,-0.198558,0.103818,-0.0879964,-0.169181,0.308717,-0.0235509
Q06685,0.3887,0.0833318,0.193024,-0.0673953,0.0792763,0.215859,0.0314514,-0.106562,-0.0882744,0.0800356,-0.0440445,-0.0619089,0.137732,0.130202,0.0705594,0.109147,-0.00660823,0.0826889,-0.204027,0.124894,-0.119097,-0.179083,0.304927,-0.0323304
O74429,0.359118,0.0881326,0.174327,-0.0393527,0.0729962,0.176718,0.0513733,-0.116054,-0.0876788,0.0768086,-0.04779,-0.0788736,0.125329,0.13993,0.0621481,0.0876669,-0.00783798,0.0639007,-0.203846,0.0973088,-0.104785,-0.144762,0.312809,-0.0344644
Q9UT59,0.346455,0.108889,0.130305,-0.042051,0.0573661,0.181471,0.0116831,-0.0972543,-0.0768013,0.1113,-0.069552,-0.046186,0.124532,0.137699,0.0796647,0.116938,-0.0221451,0.0724916,-0.195566,0.11284,-0.0903029,-0.155181,0.291536,-0.0523181
P53111,0.355223,0.0889281,0.136966,-0.0437082,0.0715343,0.205356,0.022042,-0.114133,-0.0526764,0.100942,-0.0447736,-0.0768427,0.0984886,0.132046,0.0559069,0.0880957,-0.0421509,0.0829314,-0.202223,0.102838,-0.110785,-0.153653,0.312124,-0.0467997
O74791,0.3651,0.075126,0.164774,-0.050089,0.0473176,0.207668,0.0461648,-0.0925261,-0.0480504,0.0819687,-0.0362112,-0.0838842,0.105435,0.138643,0.0805212,0.0881388,-0.0419036,0.0625345,-0.177993,0.0877015,-0.106181,-0.161723,0.276927,-0.0403901
P40010,0.339597,0.0913815,0.158249,-0.0209791,0.0456707,0.197355,0.0217855,-0.0870674,-0.0443286,0.0999897,-0.0455341,-0.0620485,0.111307,0.117767,0.0833898,0.0869246,-0.0167794,0.0681433,-0.192243,0.109983,-0.0979994,-0.153731,0.282383,-0.0320812
O74431,0.39597,0.0984265,0.141444,-0.056359,0.0758095,0.196796,0.038439,-0.122335,-0.0579555,0.0923264,-0.076168,-0.0522507,0.136496,0.122825,0.0858893,0.102047,-0.0107006,0.0886323,-0.195223,0.103386,-0.0976669,-0.146482,0.290925,-0.0415598
Q12697,0.349126,0.100495,0.145043,-0.0239787,0.0499717,0.188428,0.0332333,-0.105044,-0.0644299,0.0819782,-0.0377817,-0.0592039,0.109294,0.119193,0.0649893,0.0817949,-0.0236631,0.0709648,-0.16601,0.112437,-0.11704,-0.159859,0.287992,-0.0489394
P38278,0.346805,0.0821839,0.160039,-0.0564137,0.0423912,0.203553,0.0366418,-0.0917058,-0.0490163,0.0738626,-0.0624447,-0.0628426,0.129441,0.143532,0.0757639,0.103235,-0.0251499,0.0726754,-0.186096,0.091451,-0.0963414,-0.161843,0.264174,-0.0455052
Q9UUH2,0.376207,0.104464,0.150681,-0.0267543,0.0490523,0.22514,0.0522798,-0.13991,-0.0503852,0.0845874,-0.0598536,-0.082269,0.114921,0.128173,0.0676353,0.118357,-0.0031901,0.0564205,-0.222331,0.0957942,-0.13345,-0.183452,0.295033,-0.0477835
P14120,0.383973,0.0890841,0.136268,-0.0325642,0.0380552,0.193424,0.0112196,-0.12317,-0.0527455,0.0778974,-0.0698665,-0.0741254,0.109531,0.134824,0.054121,0.0899605,-0.0260217,0.0716419,-0.193718,0.113028,-0.120462,-0.130814,0.296111,-0.0438121
Q9UTP0,0.332752,0.0994376,0.158557,-0.0284967,0.0319522,0.166345,0.0077307,-0.108831,-0.0546976,0.0864924,-0.0698792,-0.058739,0.12191,0.128475,0.0794846,0.103174,-0.034995,0.0625516,-0.194667,0.0928097,-0.117922,-0.1204,0.266248,-0.0534622
P53070,0.379248,0.101106,0.174018,-0.033333,0.0660678,0.20268,0.0476005,-0.0992057,-0.0688732,0.0971805,-0.0553457,-0.0901342,0.110637,0.143638,0.0825422,0.0968961,-0.0270595,0.0685801,-0.191672,0.0797572,-0.12055,-0.159472,0.291225,-0.0580117
O13670,0.33977,0.0634056,0.141956,-0.0274322,0.0653405,0.172289,0.00844509,-0.114267,-0.0711339,0.0935925,-0.0531757,-0.0620959,0.11729,0.144149,0.0623683,0.0945669,-0.0245714,0.0475676,-0.201952,0.0818938,-0.112256,-0.135748,0.284787,-0.0311709
P29055,0.35524,0.106496,0.144105,-0.0474479,0.0389662,0.201722,0.0155754,-0.0974217,-0.0762636,0.110256,-0.0770327,-0.0643929,0.102397,0.150968,0.0789318,0.106998,-0.0287583,0.0836377,-0.194963,0.116228,-0.0955887,-0.164042,0.276674,-0.0381261
O13749,0.350189,0.0841251,0.145067,-0.0340611,0.0662369,0.167251,0.0467865,-0.107196,-0.0774477,0.0798433,-0.0741839,-0.0443163,0.0982885,0.142176,0.0566763,0.110713,-0.0175832,0.0615335,-0.206971,0.0929647,-0.0950141,-0.121281,0.291061,-0.0391792
P40892,0.35936,0.107784,0.162282,-0.0340223,0.0394706,0.194458,0.0257087,-0.09477,-0.0767597,0.0903693,-0.0667615,-0.0704938,0.122572,0.148159,0.0782253,0.104205,-0.00414867,0.0464803,-0.182624,0.111646,-0.124301,-0.164984,0.293168,-0.0164164
Q09707,0.342324,0.0715295,0.150643,-0.0411914,0.0358673,0.189146,0.0326367,-0.122115,-0.0656334,0.0977488,-0.0641947,-0.043762,0.0980517,0.122849,0.0778012,0.0757184,-0.0381784,0.0458665,-0.193717,0.105023,-0.0868922,-0.146994,0.262495,-0.0384004
P38703,0.344275,0.0893685,0.15943,-0.0322811,0.0432595,0.189551,0.0246584,-0.0933894,-0.0426709,0.0923689,-0.0737986,-0.0609543,0.116875,0.144039,0.0818347,0.081854,-0.0112466,0.0758507,-0.197952,0.112318,-0.0904923,-0.159464,0.291908,-0.030655
O59735,0.348639,0.0935237,0.161369,-0.0641982,0.0452539,0.196547,0.023345,-0.129725,-0.0789387,0.0774831,-0.0709314,-0.0701763,0.124837,0.123853,0.0840855,0.0904674,-0.0187732,0.0754122,-0.187139,0.0868017,-0.108368,-0.168375,0.287443,-0.0265883
P32897,0.335949,0.0886749,0.156437,-0.0497712,0.0568883,0.193084,0.0235974,-0.127925,-0.0493458,0.100853,-0.0406655,-0.0738227,0.102265,0.12421,0.0758812,0.116248,-0.0163991,0.0483003,-0.190429,0.096237,-0.110095,-0.162643,0.299369,-0.0455733
Q9USM7,0.360124,0.0695909,0.131141,-0.0223016,0.0475911,0.17826,0.0409805,-0.0958312,-0.0814036,0.0802025,-0.0467366,-0.0474455,0.125865,0.125752,0.0893169,0.0900538,-0.0319268,0.0436227,-0.191602,0.0916524,-0.12217,-0.149088,0.299302,-0.0478152
P38992,0.360158,0.0802135,0.133,-0.0380538,0.0470747,0.183544,0.0478962,-0.123277,-0.0734979,0.0950546,-0.0680598,-0.0799291,0.131701,0.129741,0.0853915,0.0754159,-0.0192726,0.0576686,-0.191656,0.105186,-0.107864,-0.141626,0.260511,-0.0222888
O94298,0.362864,0.0921014,0.13621,-0.0639964,0.074028,0.205472,0.0448403,-0.107854,-0.0892898,0.0968436,-0.0369535,-0.0577287,0.139753,0.1342,0.0761732,0.0942647,-0.00624041,0.0853543,-0.195114,0.111064,-0.132153,-0.144463,0.296775,-0.0351518
Q12452,0.358202,0.0847662,0.139073,-0.0588396,0.0723361,0.214625,0.0394208,-0.133198,-0.0458213,0.0973456,-0.0686185,-0.0547105,0.12024,0.15481,0.0906695,0.0887253,-0.0414406,0.0724914,-0.210196,0.0927002,-0.101099,-0.137987,0.296923,-0.0456994
O74732,0.385496,0.0891996,0.159836,-0.0461235,0.0786742,0.202663,0.0284722,-0.104121,-0.0557897,0.089127,-0.0391878,-0.0818465,0.103847,0.149147,0.0719057,0.113594,-0.0346992,0.0825191,-0.222047,0.0890369,-0.100016,-0.163004,0.286557,-0.047452
P05759,0.34738,0.0821193,0.157338,-0.0289989,0.0337671,0.191584,0.0295028,-0.123505,-0.0385694,0.0619914,-0.0713883,-0.0555541,0.092828,0.117988,0.066221,0.097731,-0.0317151,0.0482417,-0.20376,0.0952099,-0.0878224,-0.120328,0.281884,-0.0446374
P0C8R3,0.377633,0.112101,0.158593,-0.0508693,0.0612922,0.191232,0.0141222,-0.12749,-0.0678035,0.0781815,-0.0390011,-0.0928712,0.107968,0.125062,0.0888673,0.101459,-0.0452715,0.0587738,-0.231194,0.123414,-0.111461,-0.149403,0.305346,-0.0409688
Q09682,0.367022,0.0961055,0.14227,-0.0326411,0.0547564,0.207357,0.051731,-0.133938,-0.0623483,0.112009,-0.048181,-0.0856754,0.128224,0.115252,0.0584647,0.102595,-0.0196631,0.0791438,-0.186548,0.0942671,-0.106475,-0.133894,0.291577,-0.0187979
P23638,0.367064,0.087089,0.150679,-0.0299044,0.039523,0.206973,0.0212386,-0.111277,-0.0691353,0.103162,-0.0354875,-0.0820342,0.103946,0.138345,0.0640063,0.118409,-0.0421608,0.0602068,-0.200728,0.0950351,-0.10156,-0.160832,0.307654,-0.0180661
P12687,0.365061,0.0868921,0.152967,-0.0323089,0.0484695,0.19453,0.0518995,-0.132,-0.046281,0.0791346,-0.0791808,-0.0653619,0.116725,0.14669,0.0779567,0.102142,-0.036795,0.075437,-0.199148,0.112237,-0.112886,-0.1364,0.322705,-0.0463115
Q9HDV5,0.329063,0.0966178,0.122475,-0.0318415,0.0681104,0.191084,0.0200489,-0.099511,-0.0404547,0.0954027,-0.0480535,-0.0813407,0.111529,0.140252,0.059658,0.113,-0.00552995,0.0674588,-0.191203,0.110003,-0.078488,-0.124589,0.288365,-0.0432192
P32335,0.354953,0.087547,0.149967,-0.0233498,0.0702998,0.161895,0.0404182,-0.103372,-0.0641805,0.0766532,-0.0364993,-0.0641963,0.122554,0.11441,0.0837025,0.103217,-0.0041583,0.0408172,-0.188515,0.0970746,-0.113786,-0.14691,0.262206,-0.0525385
Q9UTB4,0.381077,0.0856445,0.156258,-0.0627177,0.0450698,0.199518,0.0140503,-0.11776,-0.0862284,0.0780215,-0.0772999,-0.0536932,0.111172,0.152297,0.09957,0.118166,-0.0254337,0.0587155,-0.21733,0.123139,-0.101598,-0.172063,0.293679,-0.0217626
Q9UQX0,0.338612,0.0868277,0.149314,-0.0509569,0.0631606,0.209132,0.0241021,-0.109649,-0.0652299,0.079171,-0.0479229,-0.0715581,0.11121,0.12623,0.0903228,0.102723,-0.0246388,0.0772442,-0.195286,0.0971966,-0.0927536,-0.159496,0.29928,-0.0172352
P00447,0.387612,0.103294,0.166061,-0.0409455,0.0518626,0.193311,0.0505357,-0.124369,-0.0754532,0.0910697,-0.0429521,-0.0748357,0.0980042,0.128629,0.0673273,0.0904929,-0.0187897,0.049928,-0.198322,0.114091,-0.0902306,-0.175027,0.276636,-0.0169092
Q9UTL7,0.332175,0.0937454,0.138224,-0.0594851,0.0681634,0.200943,0.0476563,-0.111387,-0.0769363,0.0864433,-0.0643044,-0.0844833,0.100746,0.126345,0.0605539,0.0934709,0.00011278,0.0812503,-0.203045,0.114281,-0.112513,-0.138025,0.276893,-0.0199945
Q08726,0.341675,0.0753844,0.13308,-0.0486752,0.0462293,0.175391,0.0260756,-0.118339,-0.0625861,0.0843442,-0.0342319,-0.0801552,0.115786,0.12789,0.0754588,0.0925837,-0.00797237,0.0492356,-0.185098,0.097848,-0.105295,-0.117502,0.263461,-0.0380381
P33204,0.358416,0.0966139,0.14284,-0.0267429,0.0485059,0.202048,0.0144895,-0.107383,-0.0551865,0.115469,-0.0395312,-0.0510211,0.104875,0.15488,0.066848,0.107263,-0.0434692,0.0754569,-0.22585,0.120691,-0.116562,-0.170209,0.287721,-0.0419938
Q92352,0.366277,0.0707989,0.145907,-0.0467904,0.0342319,0.187987,0.0249572,-0.108276,-0.0776801,0.10088,-0.0527335,-0.0588394,0.127164,0.149074,0.076189,0.0930558,-0.00221012,0.0495251,-0.191325,0.0902184,-0.122778,-0.148719,0.304098,-0.0423209
P36059,0.370454,0.0895513,0.164785,-0.0357534,0.073778,0.180028,0.016239,-0.102565,-0.0789297,0.0735451,-0.0418851,-0.062502,0.136407,0.146335,0.0716747,0.10103,-0.0039097,0.0533861,-0.208215,0.101183,-0.123139,-0.152981,0.301476,-0.0162836
O94347,0.379561,0.0874679,0.165882,-0.0390795,0.0690956,0.203535,0.0219632,-0.0992892,-0.0536576,0.111976,-0.064946,-0.0583324,0.119984,0.135345,0.0887326,0.098505,-0.0362811,0.0682293,-0.214202,0.100806,-0.12823,-0.142283,0.294769,-0.0287941
Q04119,0.355252,0.0974381,0.146438,-0.0247272,0.0654919,0.208917,0.0329451,-0.122321,-0.0836552,0.0777564,-0.0773171,-0.0547182,0.123232,0.147334,0.0806836,0.1167,-0.0174742,0.0723338,-0.176465,0.0846098,-0.106428,-0.164411,0.282184,-0.0317645
Q9C1W8,0.354229,0.0878416,0.128582,-0.0231702,0.052582,0.201597,0.0104344,-0.119426,-0.0646641,0.0888552,-0.0648972,-0.0454963,0.102242,0.146685,0.0763684,0.0896161,-0.000255142,0.0702439,-0.170259,0.0844782,-0.118093,-0.156402,0.275902,-0.0469015
Q09820,0.371392,0.0915497,0.135166,-0.0407831,0.0613024,0.176808,0.015778,-0.0963501,-0.0825267,0.0927276,-0.0364336,-0.0869397,0.106006,0.129914,0.0795175,0.10317,-0.0160962,0.05859,-0.197961,0.0881626,-0.0974384,-0.142299,0.288035,-0.043329
P30771,0.357738,0.112961,0.179025,-0.0546155,0.0480122,0.217616,0.0296727,-0.108692,-0.0760179,0.112226,-0.057962,-0.0897465,0.116635,0.128451,0.0553591,0.101326,-0.0166256,0.0650601,-0.18733,0.104601,-0.0945303,-0.170229,0.293939,-0.0278104
P25332,0.341351,0.0905426,0.12128,-0.0544286,0.0446983,0.188684,0.0100026,-0.12156,-0.0581501,0.0760329,-0.0591301,-0.0818264,0.105317,0.133388,0.057018,0.08345,-0.0334609,0.0766074,-0.160749,0.067282,-0.117256,-0.148602,0.283351,-0.0201892
O60116,0.374541,0.0808468,0.153262,-0.0541275,0.0462807,0.176933,0.0469495,-0.13323,-0.0554688,0.0809918,-0.0777671,-0.0730019,0.103932,0.148022,0.0577453,0.0810515,-0.00611264,0.0532814,-0.210689,0.0809823,-0.112481,-0.166349,0.299745,-0.0374292
O59791,0.374669,0.0792137,0.169445,-0.0480494,0.0745536,0.185852,0.0140159,-0.119032,-0.0846405,0.101313,-0.043254,-0.0800868,0.112101,0.152204,0.0814399,0.0967512,-0.0293165,0.0817137,-0.186665,0.0962012,-0.0949204,-0.141384,0.323944,-0.0231682
P36007,0.356845,0.0850988,0.136474,-0.0612385,0.0360964,0.182552,0.0346238,-0.100992,-0.0464308,0.0660422,-0.0508671,-0.070641,0.107943,0.12978,0.0609814,0.105171,-0.0120144,0.0685943,-0.167356,0.112007,-0.100382,-0.134599,0.290212,-0.0471527
P49956,0.368225,0.0957252,0.154281,-0.0301067,0.0349252,0.196741,0.0360834,-0.0886914,-0.0440421,0.0720252,-0.0415171,-0.0458926,0.0978946,0.106478,0.0660135,0.0851334,-0.0398081,0.0601541,-0.20051,0.11001,-0.116692,-0.1644,0.277405,-0.0372906
Q9USQ1,0.360193,0.0986983,0.158799,-0.0600299,0.0438763,0.159542,0.0468076,-0.107977,-0.0706133,0.0661126,-0.0396941,-0.0545076,0.109307,0.127371,0.0789504,0.109859,-0.00904234,0.0383792,-0.199043,0.0921741,-0.107156,-0.154453,0.26281,-0.0198298
P37012,0.344101,0.0825868,0.144358,-0.0461019,0.0590871,0.194614,0.0185143,-0.0992564,-0.0487727,0.0938523,-0.0770239,-0.0873054,0.10475,0.150203,0.0936989,0.082789,-0.0399363,0.0549836,-0.211632,0.0985957,-0.115873,-0.150205,0.311867,-0.0236798
O74374,0.338674,0.086398,0.138821,-0.0358222,0.0478452,0.183594,0.0167957,-0.0960903,-0.0809985,0.097329,-0.0668228,-0.0771323,0.0884073,0.124829,0.0875141,0.104132,-0.00237992,0.0481103,-0.169175,0.110774,-0.117307,-0.134499,0.284075,-0.0474112
O74907,0.382147,0.103501,0.162119,-0.0371002,0.0321396,0.183664,0.0354738,-0.0945124,-0.053244,0.0682988,-0.0451641,-0.0696264,0.105716,0.150904,0.0542414,0.103141,-0.00830673,0.0803254,-0.199329,0.104879,-0.088548,-0.164002,0.2777,-0.0181567
Q06338,0.384065,0.0967636,0.155294,-0.0285535,0.0412042,0.191877,0.0454187,-0.129981,-0.0782145,0.0777898,-0.0545647,-0.0653374,0.116119,0.141123,0.0601578,0.0908691,-0.00454484,0.0448906,-0.199876,0.101367,-0.0951417,-0.139185,0.310233,-0.0262788
P47104,0.340146,0.0782283,0.171463,-0.0383733,0.0684935,0.194097,0.0491278,-0.124529,-0.0737641,0.0903391,-0.0698013,-0.0608946,0.102606,0.141337,0.0757827,0.100132,-0.0131876,0.0588781,-0.194758,0.0781467,-0.129079,-0.147745,0.303417,-0.0415941
Q9Y817,0.367764,0.0827847,0.173542,-0.0378019,0.0406982,0.191219,0.0154872,-0.131049,-0.0715402,0.10351,-0.0459594,-0.0528796,0.116649,0.135629,0.0965425,0.117664,-0.00494159,0.0895728,-0.20221,0.0910739,-0.134473,-0.164996,0.315551,-0.0342521
P47771,0.380377,0.0889212,0.136198,-0.0353539,0.0343179,0.195245,0.0344443,-0.104157,-0.0605613,0.0921646,-0.0765144,-0.0485219,0.109599,0.124704,0.0878869,0.110274,-0.0420398,0.0763058,-0.184821,0.0822803,-0.131262,-0.164903,0.295535,-0.0489022
Q9URW9,0.38616,0.105356,0.154286,-0.0300228,0.0420921,0.221157,0.0321142,-0.119249,-0.0834781,0.10706,-0.061664,-0.0655104,0.11567,0.135764,0.0800068,0.0948786,-0.022195,0.0865961,-0.203253,0.104221,-0.0998457,-0.165285,0.292761,-0.0567875
Q9UST8,0.365755,0.0899901,0.152106,-0.0361477,0.0321435,0.197433,0.0215462,-0.10791,-0.0596497,0.106513,-0.0458933,-0.064815,0.124462,0.123783,0.0542416,0.0932249,-0.0103028,0.0564578,-0.179774,0.073216,-0.102559,-0.14989,0.276207,-0.0529731
Q04740,0.365553,0.0910329,0.172349,-0.0270138,0.0472744,0.208762,0.0440645,-0.109455,-0.0623823,0.0814795,-0.057618,-0.0829839,0.100246,0.117927,0.0805314,0.105913,-0.013844,0.0544107,-0.204812,0.0799734,-0.0872032,-0.156109,0.286648,-0.0271837
P33418,0.364006,0.0673866,0.1498,-0.0553429,0.0617153,0.19432,0.0376788,-0.121817,-0.0776083,0.0738027,-0.0661041,-0.06572,0.11231,0.142062,0.0550069,0.0939199,-0.0244545,0.049417,-0.181538,0.0881733,-0.099901,-0.14851,0.288258,-0.0562334
O94258,0.371497,0.0711262,0.146171,-0.054936,0.0694092,0.212913,0.0531626,-0.109586,-0.0653339,0.0837012,-0.0359838,-0.0673691,0.13206,0.120328,0.0643172,0.0836371,-0.0063714,0.0572207,-0.197739,0.0952992,-0.11464,-0.140026,0.307174,-0.0548972
Q09671,0.347582,0.0796201,0.162274,-0.0383492,0.0521188,0.201738,0.0326933,-0.114369,-0.0721758,0.0852573,-0.0615187,-0.0753195,0.111779,0.142705,0.0922189,0.0909126,-0.0251033,0.0754356,-0.202788,0.0937707,-0.101268,-0.168201,0.282705,-0.018769
